Tipo de evento,Departamento,Municipio,Corregimiento,Año,Mes,Evento,COD_DANE_MUNI,COD_DANE_DEPTO,Tipo de lugar,Tipo de area,Rotulo
Desminado militar en operaciones,META,SAN JUAN DE ARAMA,SAN JUAN DE ARAMA,2004,3,incidente,50683,50,,Rural,1
Desminado militar en operaciones,META,EL CASTILLO,EL CASTILLO,2004,3,incidente,50251,50,,Rural,1
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2004,1,incidente,18753,18,,Rural,1
Desminado militar en operaciones,PUTUMAYO,ORITO,ORITO,2004,3,incidente,86320,86,,Rural,1
Desminado militar en operaciones,BOLIVAR,MONTECRISTO,MONTECRISTO,2004,3,incidente,13458,13,,Rural,1
Desminado militar en operaciones,PUTUMAYO,ORITO,ORITO,2004,3,incidente,86320,86,,Rural,1
Desminado militar en operaciones,SANTANDER,CALIFORNIA,CALIFORNIA,2004,3,incidente,68132,68,,Rural,1
Desminado militar en operaciones,ARAUCA,TAME,TAME,2004,3,incidente,81794,81,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,SARDINATA,SAN ROQUE,2004,3,incidente,54720,54,,Rural,1
Desminado militar en operaciones,CAQUETA,MILÁN,MILÁN,2004,1,incidente,18460,18,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,VIANÍ,VIANÍ,2004,1,incidente,25867,25,,Rural,1
Desminado militar en operaciones,PUTUMAYO,PUERTO ASÍS,PUERTO ASÍS,2004,1,incidente,86568,86,,Rural,1
Desminado militar en operaciones,META,VISTAHERMOSA,VISTAHERMOSA,2004,1,incidente,50711,50,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,LA PALMA,EL HATO,2004,1,incidente,25394,25,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,VIANÍ,VIANÍ,2004,1,incidente,25867,25,,Rural,1
Desminado militar en operaciones,TOLIMA,ALPUJARRA,ALPUJARRA,2004,1,incidente,73024,73,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,MONTEBELLO,MONTEBELLO,2004,2,incidente,5467,5,,Rural,1
Desminado militar en operaciones,META,SAN JUAN DE ARAMA,SAN JUAN DE ARAMA,2004,2,incidente,50683,50,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,EL PEÑÓN,EL PEÑÓN,2004,2,incidente,25258,25,,Rural,1
Desminado militar en operaciones,CAQUETA,ALBANIA,ALBANIA,2004,2,incidente,18029,18,,Rural,1
Desminado militar en operaciones,BOYACA,GÜICÁN,GÜICÁN,2004,2,incidente,15332,15,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,SAN ANDRÉS,SAN ANDRÉS,2004,2,incidente,5647,5,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,CABRERA,CABRERA,2004,2,incidente,25120,25,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,2,incidente,18410,18,,Rural,1
Desminado militar en operaciones,BOYACA,LABRANZAGRANDE,El Tablón,2004,2,incidente,15377,15,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,EL BAGRE,EL BAGRE,2004,2,incidente,5250,5,,Rural,1
Desminado militar en operaciones,SANTANDER,PUERTO PARRA,PUERTO PARRA,2004,2,incidente,68573,68,,Rural,1
Desminado militar en operaciones,BOYACA,LABRANZAGRANDE,LABRANZAGRANDE,2004,2,incidente,15377,15,,Rural,1
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2004,2,incidente,52079,52,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,TIBÚ,TIBÚ,2004,2,incidente,54810,54,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,MONTEBELLO,MONTEBELLO,2004,2,incidente,5467,5,,Rural,1
Desminado militar en operaciones,GUAVIARE,EL RETORNO,EL RETORNO,2004,2,incidente,95025,95,,Rural,1
Desminado militar en operaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2004,2,incidente,81065,81,,Rural,1
Desminado militar en operaciones,CAQUETA,MILÁN,MILÁN,2004,2,incidente,18460,18,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,MONTEBELLO,MONTEBELLO,2004,3,incidente,5467,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,URRAO,URRAO,2004,2,incidente,5847,5,,Rural,1
Desminado militar en operaciones,VALLE DEL CAUCA,FLORIDA,FLORIDA,2004,2,incidente,76275,76,,Rural,1
Desminado militar en operaciones,CAUCA,JAMBALÓ,JAMBALÓ,2004,2,incidente,19364,19,,Rural,1
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2004,2,incidente,18753,18,,Rural,1
Desminado militar en operaciones,TOLIMA,DOLORES,DOLORES,2004,2,incidente,73236,73,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,SEGOVIA,SEGOVIA,2004,2,incidente,5736,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,BETULIA,ALTAMIRA,2004,1,incidente,5093,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,SAN LUIS,SAN LUIS,2004,1,incidente,5660,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,SEGOVIA,SEGOVIA,2004,2,incidente,5736,5,,Rural,1
Desminado militar en operaciones,META,URIBE,URIBE,2004,2,incidente,50370,50,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,LA PALMA,LA PALMA,2004,2,incidente,25394,25,,Rural,1
Desminado militar en operaciones,BOYACA,PESCA,PESCA,2004,2,incidente,15542,15,,Rural,1
Desminado militar en operaciones,BOYACA,ZETAQUIRA,ZETAQUIRA,2004,2,incidente,15897,15,,Rural,1
Desminado militar en operaciones,META,PUERTO CONCORDIA,PUERTO CONCORDIA,2004,2,incidente,50450,50,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,JUNÍN,JUNÍN,2004,3,incidente,25372,25,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,LA PALMA,LA PALMA,2004,3,incidente,25394,25,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,3,incidente,18410,18,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,LA PLAYA,LA PLAYA,2004,3,incidente,54398,54,,Rural,1
Desminado militar en operaciones,SANTANDER,SIMACOTA,SIMACOTA,2004,4,incidente,68745,68,,Rural,1
Desminado militar en operaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2004,4,incidente,81065,81,,Rural,1
Desminado militar en operaciones,META,MESETAS,MESETAS,2004,4,incidente,50330,50,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,CÚCUTA,CÚCUTA,2004,4,incidente,54001,54,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,SONSÓN,SONSÓN,2004,4,incidente,5756,5,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,TOPAIPÍ,TOPAIPÍ,2004,4,incidente,25823,25,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,TOPAIPÍ,TOPAIPÍ,2004,4,incidente,25823,25,,Rural,1
Desminado militar en operaciones,SUCRE,SAN BENITO ABAD,SANTIAGO APOSTOL,2004,4,incidente,70678,70,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,TIBÚ,TIBÚ,2004,4,incidente,54810,54,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,JARDÍN,JARDÍN,2004,5,incidente,5364,5,,Rural,1
Desminado militar en operaciones,HUILA,SANTA MARÍA,SANTA MARÍA,2004,3,incidente,41676,41,,Rural,1
Desminado militar en operaciones,CAUCA,SAN SEBASTIÁN,SAN SEBASTIÁN,2004,3,incidente,19693,19,,Rural,1
Desminado militar en operaciones,CAUCA,SAN SEBASTIÁN,SAN SEBASTIÁN,2004,3,incidente,19693,19,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,LA PALMA,LA PALMA,2004,4,incidente,25394,25,,Rural,1
Desminado militar en operaciones,SUCRE,OVEJAS,CANUTAL,2004,1,incidente,70508,70,,Rural,1
Desminado militar en operaciones,SUCRE,OVEJAS,SALITRAL,2004,3,incidente,70508,70,,Rural,1
Desminado militar en operaciones,SUCRE,OVEJAS,OVEJAS,2004,3,incidente,70508,70,,Rural,1
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,5,incidente,13244,13,,Rural,1
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,2,incidente,13244,13,,Rural,1
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,2,incidente,13244,13,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ARGELIA,ARGELIA,2004,2,incidente,5055,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,VEGACHÍ,VEGACHÍ,2004,3,incidente,5858,5,,Rural,1
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,3,incidente,13244,13,,Rural,1
Desminado militar en operaciones,CAUCA,CALOTO,CALOTO,2004,3,incidente,19142,19,,Rural,1
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,2,incidente,13244,13,,Rural,1
Desminado militar en operaciones,CAUCA,POPAYÁN,POPAYÁN,2004,3,incidente,19001,19,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,SEGOVIA,SEGOVIA,2004,3,incidente,5736,5,,Rural,1
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,3,incidente,13244,13,,Rural,1
Desminado militar en operaciones,CAQUETA,FLORENCIA,FLORENCIA,2004,1,incidente,18001,18,,Rural,1
Desminado militar en operaciones,SUCRE,COLOSÓ,RICAURTE (COLOSO),2004,4,incidente,70204,70,,Rural,1
Desminado militar en operaciones,SUCRE,SAN BENITO ABAD,SANTIAGO APOSTOL,2004,4,incidente,70678,70,,Rural,1
Desminado militar en operaciones,SUCRE,MORROA,MORROA,2004,4,incidente,70473,70,,Rural,1
Desminado militar en operaciones,PUTUMAYO,ORITO,ORITO,2004,1,incidente,86320,86,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,1,incidente,18410,18,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,EL PEÑÓN,EL PEÑÓN,2004,5,incidente,25258,25,,Rural,1
Desminado militar en operaciones,HUILA,ALGECIRAS,ALGECIRAS,2004,5,incidente,41020,41,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,APARTADÓ,APARTADÓ,2004,5,incidente,5045,5,,Rural,1
Desminado militar en operaciones,CHOCO,EL CARMEN DEL ATRATO,EL CARMEN DE ATRATO,2004,5,incidente,27245,27,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,APARTADÓ,APARTADÓ,2004,5,incidente,5045,5,,Rural,1
Desminado militar en operaciones,CAUCA,SANTANDER DE QUILICHAO,SANTANDER DE QUILICHAO,2004,5,incidente,19698,19,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,TOPAIPÍ,TOPAIPÍ,2004,5,incidente,25823,25,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,TIBÚ,TIBÚ,2004,5,incidente,54810,54,,Rural,1
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,5,incidente,13244,13,,Rural,1
Desminado militar en operaciones,ARAUCA,SARAVENA,SARAVENA,2004,1,incidente,81736,81,,Rural,1
Desminado militar en operaciones,ARAUCA,TAME,TAME,2004,1,incidente,81794,81,,Rural,1
Desminado militar en operaciones,ARAUCA,TAME,TAME,2004,1,incidente,81794,81,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA UNIÓN PENEYA,2004,1,incidente,18410,18,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,TOPAIPÍ,TOPAIPÍ,2004,5,incidente,25823,25,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ARGELIA,ARGELIA,2004,5,incidente,5055,5,,Rural,1
Desminado militar en operaciones,LA GUAJIRA,HATO NUEVO,HATONUEVO,2004,5,incidente,44378,44,,Rural,1
Desminado militar en operaciones,ARAUCA,TAME,TAME,2004,1,incidente,81794,81,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2004,5,incidente,5361,5,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,SARDINATA,SARDINATA,2004,1,incidente,54720,54,,Rural,1
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2004,3,incidente,52079,52,,Rural,1
Desminado militar en operaciones,CAUCA,EL TAMBO,EL TAMBO,2004,5,incidente,19256,19,,Rural,1
Desminado militar en operaciones,SUCRE,OVEJAS,OVEJAS,2004,5,incidente,70508,70,,Rural,1
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,5,incidente,13244,13,,Rural,1
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,5,incidente,13244,13,,Rural,1
Desminado militar en operaciones,PUTUMAYO,PUERTO ASÍS,PUERTO ASÍS,2004,3,incidente,86568,86,,Rural,1
Desminado militar en operaciones,CESAR,PELAYA,PELAYA,2004,3,incidente,20550,20,,Rural,1
Desminado militar en operaciones,BOYACA,GÜICÁN,GÜICÁN,2004,3,incidente,15332,15,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,TOPAIPÍ,TOPAIPÍ,2004,3,incidente,25823,25,,Rural,1
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,CAMPO HERMOSO,2004,3,incidente,18753,18,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,TOPAIPÍ,TOPAIPÍ,2004,5,incidente,25823,25,,Rural,1
Desminado militar en operaciones,CAQUETA,ALBANIA,ALBANIA,2004,3,incidente,18029,18,,Rural,1
Desminado militar en operaciones,ARAUCA,TAME,TAME,2004,5,incidente,81794,81,,Rural,1
Desminado militar en operaciones,BOGOTA DC,Bogotá DC,BOGOTÁ,2004,3,incidente,11001,11,,Rural,1
Desminado militar en operaciones,CAQUETA,FLORENCIA,FLORENCIA,2004,3,incidente,18001,18,,Rural,1
Desminado militar en operaciones,META,PUERTO CONCORDIA,PUERTO CONCORDIA,2004,2,incidente,50450,50,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,LA PALMA,LA PALMA,2004,5,incidente,25394,25,,Rural,1
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2004,3,incidente,50590,50,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,LA PALMA,EL HATO,2004,4,incidente,25394,25,,Rural,1
Desminado militar en operaciones,VAUPES,MITÚ,MITÚ,2004,3,incidente,97001,97,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,QUETAME,QUETAME,2004,1,incidente,25594,25,,Rural,1
Desminado militar en operaciones,VAUPES,MITÚ,MITÚ,2004,5,incidente,97001,97,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,PUERTO ARTURO,2004,1,incidente,95001,95,,Rural,1
Desminado militar en operaciones,CALDAS,AGUADAS,AGUADAS,2004,1,incidente,17013,17,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA UNIÓN PENEYA,2004,1,incidente,18410,18,,Rural,1
Desminado militar en operaciones,QUINDIO,CÓRDOBA,CÓRDOBA,2003,8,incidente,63212,63,,Rural,1
Desminado militar en operaciones,PUTUMAYO,ORITO,ORITO,2004,1,incidente,86320,86,,Rural,1
Desminado militar en operaciones,ARAUCA,ARAUCA,ARAUCA,2002,12,incidente,81001,81,,Rural,1
Desminado militar en operaciones,ARAUCA,SARAVENA,SARAVENA,2003,1,incidente,81736,81,,Rural,1
Desminado militar en operaciones,CAUCA,TORIBÍO,TACUEYO,2004,5,incidente,19821,19,,Rural,1
Desminado militar en operaciones,SANTANDER,CAPITANEJO,CAPITANEJO,2004,1,incidente,68147,68,,Rural,1
Desminado militar en operaciones,SANTANDER,SURATÁ,CACHIRÍ,2004,5,incidente,68780,68,,Rural,1
Desminado militar en operaciones,META,LEJANÍAS,LEJANÍAS,2004,5,incidente,50400,50,,Rural,1
Desminado militar en operaciones,SUCRE,OVEJAS,DON GABRIEL,2004,5,incidente,70508,70,,Rural,1
Desminado militar en operaciones,HUILA,ALGECIRAS,ALGECIRAS,2004,5,incidente,41020,41,,Rural,1
Desminado militar en operaciones,SUCRE,OVEJAS,OVEJAS,2004,5,incidente,70508,70,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,COCORNÁ,COCORNÁ,2004,5,incidente,5197,5,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,EL PEÑÓN,EL PEÑÓN,2004,5,incidente,25258,25,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,5,incidente,18410,18,,Rural,1
Desminado militar en operaciones,CAUCA,EL TAMBO,EL TAMBO,2004,5,incidente,19256,19,,Rural,1
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,6,incidente,13244,13,,Rural,1
Desminado militar en operaciones,NARIÑO,SAN PABLO,SAN PABLO,2004,6,incidente,52693,52,,Rural,1
Desminado militar en operaciones,CAUCA,EL TAMBO,EL TAMBO,2004,6,incidente,19256,19,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2004,6,incidente,5361,5,,Rural,1
Desminado militar en operaciones,NARIÑO,RICAURTE,RICAURTE,2004,6,incidente,52612,52,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,6,incidente,18410,18,,Rural,1
Desminado militar en operaciones,PUTUMAYO,ORITO,ORITO,2004,6,incidente,86320,86,,Rural,1
Desminado militar en operaciones,META,VISTAHERMOSA,PUERTO LUCAS,2004,6,incidente,50711,50,,Rural,1
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,6,incidente,13244,13,,Rural,1
Desminado militar en operaciones,CAQUETA,VALPARAÍSO,VALPARAÍSO,2004,6,incidente,18860,18,,Rural,1
Desminado militar en operaciones,BOYACA,CHISCAS,CHISCAS,2004,6,incidente,15180,15,,Rural,1
Desminado militar en operaciones,META,VISTAHERMOSA,PUERTO LUCAS,2004,6,incidente,50711,50,,Rural,1
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,6,incidente,13244,13,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,VILLETA,VILLETA,2004,2,incidente,25875,25,,Rural,1
Desminado militar en operaciones,TOLIMA,DOLORES,DOLORES,2004,2,incidente,73236,73,,Rural,1
Desminado militar en operaciones,NARIÑO,EL TABLÓN,EL TABLÓN DE GÓMEZ,2004,2,incidente,52258,52,,Rural,1
Desminado militar en operaciones,CESAR,VALLEDUPAR,VALLEDUPAR,2004,2,incidente,20001,20,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,HACARÍ,HACARÍ,2004,2,incidente,54344,54,,Rural,1
Desminado militar en operaciones,CASANARE,SÁCAMA,SÁCAMA,2004,2,incidente,85315,85,,Rural,1
Desminado militar en operaciones,NARIÑO,LOS ANDES,SOTOMAYOR,2004,2,incidente,52418,52,,Rural,1
Desminado militar en operaciones,BOLIVAR,TIQUISIO,PUERTO RICO,2004,2,incidente,13810,13,,Rural,1
Desminado militar en operaciones,SUCRE,SUCRE,SUCRE,2004,2,incidente,70771,70,,Rural,1
Desminado militar en operaciones,MAGDALENA,CIÉNAGA,CIÉNAGA,2004,2,incidente,47189,47,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ZARAGOZA,ZARAGOZA,2004,2,incidente,5895,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ANGELÓPOLIS,ANGELÓPOLIS,2004,2,incidente,5036,5,,Rural,1
Desminado militar en operaciones,CUNDINAMARCA,NARIÑO,NARIÑO,2004,2,incidente,25483,25,,Rural,1
Desminado militar en operaciones,SANTANDER,LA BELLEZA,LA BELLEZA,2004,2,incidente,68377,68,,Rural,1
Desminado militar en operaciones,BOYACA,ZETAQUIRA,ZETAQUIRA,2004,2,incidente,15897,15,,Rural,1
Desminado militar en operaciones,ARAUCA,SARAVENA,SARAVENA,2004,2,incidente,81736,81,,Rural,1
Desminado militar en operaciones,QUINDIO,SALENTO,SALENTO,2004,2,incidente,63690,63,,Rural,1
Desminado militar en operaciones,ARAUCA,ARAUCA,ARAUCA,2004,2,incidente,81001,81,,Rural,1
Desminado militar en operaciones,NARIÑO,PASTO,SAN JUAN DE PASTO,2004,2,incidente,52001,52,,Rural,1
Desminado militar en operaciones,CAUCA,SANTA ROSA,SANTA ROSA,2004,2,incidente,19701,19,,Rural,1
Desminado militar en operaciones,NARIÑO,TUMACO,TUMACO,2004,2,incidente,52835,52,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,EL TARRA,EL TARRA,2004,2,incidente,54250,54,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,CONCEPCIÓN,CONCEPCIÓN,2004,2,incidente,5206,5,,Rural,1
Desminado militar en operaciones,CALDAS,NORCASIA,NORCASIA,2004,2,incidente,17495,17,,Rural,1
Desminado militar en operaciones,TOLIMA,CAJAMARCA,CAJAMARCA,2004,5,incidente,73124,73,,Rural,1
Desminado militar en operaciones,META,SAN JUAN DE ARAMA,SAN JUAN DE ARAMA,2004,5,incidente,50683,50,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2004,5,incidente,95001,95,,Rural,1
Desminado militar en operaciones,CESAR,SAN DIEGO,SAN DIEGO,2004,3,incidente,20750,20,,Rural,1
Desminado militar en operaciones,META,LA MACARENA,LA MACARENA,2004,5,incidente,50350,50,,Rural,1
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2004,5,incidente,18753,18,,Rural,1
Desminado militar en operaciones,META,LA MACARENA,LA MACARENA,2004,5,incidente,50350,50,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2004,5,incidente,95001,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2004,5,incidente,95001,95,,Rural,1
Desminado militar en operaciones,META,SAN MARTÍN,SAN MARTÍN,2004,5,incidente,50689,50,,Rural,1
Desminado militar en operaciones,CAUCA,TORIBÍO,TACUEYO,2004,5,incidente,19821,19,,Rural,1
Desminado militar en operaciones,BOYACA,SAN MATEO,SAN MATEO,2004,5,incidente,15673,15,,Rural,1
Desminado militar en operaciones,GUAVIARE,CALAMAR,CALAMAR,2004,5,incidente,95015,95,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2004,5,incidente,5361,5,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2004,5,incidente,95001,95,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2004,5,incidente,95001,95,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,COCORNÁ,COCORNÁ,2004,5,incidente,5197,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,COCORNÁ,COCORNÁ,2004,5,incidente,5197,5,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2004,4,incidente,95001,95,,Rural,1
Desminado militar en operaciones,LA GUAJIRA,MAICAO,MAICAO,2004,4,incidente,44430,44,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,4,incidente,18410,18,,Rural,1
Desminado militar en operaciones,GUAVIARE,EL RETORNO,EL RETORNO,2004,4,incidente,95025,95,,Rural,1
Desminado militar en operaciones,CAQUETA,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,2004,4,incidente,18753,18,,Rural,1
Desminado militar en operaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2004,4,incidente,18410,18,,Rural,1
Desminado militar en operaciones,CAUCA,JAMBALÓ,JAMBALÓ,2004,4,incidente,19364,19,,Rural,1
Desminado militar en operaciones,CAUCA,EL TAMBO,EL TAMBO,2004,4,incidente,19256,19,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,SANTA LUCÍA,2004,6,incidente,5361,5,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,TIBÚ,TIBÚ,2004,6,incidente,54810,54,,Rural,1
Desminado militar en operaciones,ARAUCA,TAME,TAME,2004,6,incidente,81794,81,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,TIBÚ,TIBÚ,2004,6,incidente,54810,54,,Rural,1
Desminado militar en operaciones,LA GUAJIRA,VILLANUEVA,VILLANUEVA,2004,6,incidente,44874,44,,Rural,1
Desminado militar en operaciones,NORTE DE SANTANDER,EL TARRA,EL TARRA,2004,6,incidente,54250,54,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,SEGOVIA,SEGOVIA,2004,6,incidente,5736,5,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,SAN LUIS,SAN LUIS,2004,7,incidente,5660,5,,Rural,1
Desminado militar en operaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2004,7,incidente,81065,81,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,COCORNÁ,COCORNÁ,2004,7,incidente,5197,5,,Rural,1
Desminado militar en operaciones,PUTUMAYO,PUERTO ASÍS,PUERTO ASÍS,2004,7,incidente,86568,86,,Rural,1
Desminado militar en operaciones,CAUCA,CORINTO,CORINTO,2004,7,incidente,19212,19,,Rural,1
Desminado militar en operaciones,ANTIOQUIA,ITUANGO,ITUANGO,2004,7,incidente,5361,5,,Rural,1
Desminado militar en operaciones,META,MESETAS,MESETAS,2004,3,incidente,50330,50,,Rural,1
Desminado militar en operaciones,CAUCA,TORIBÍO,TACUEYO,2004,3,incidente,19821,19,,Rural,1
Desminado militar en operaciones,BOLIVAR,SAN JUAN NEPOMUCENO,SAN JUAN NEPOMUCENO,2004,7,incidente,13657,13,,Rural,1
Desminado militar en operaciones,BOLIVAR,EL CARMEN DE BOLÍVAR,EL CARMEN DE BOLÍVAR,2004,7,incidente,13244,13,,Rural,1
Desminado militar en operaciones,BOLIVAR,SAN JUAN NEPOMUCENO,SAN JUAN NEPOMUCENO,2004,7,incidente,13657,13,,Rural,1
Desminado militar en operaciones,CAQUETA,FLORENCIA,FLORENCIA,2004,4,incidente,18001,18,,Rural,1
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2004,4,incidente,95001,95,,Rural,1
Desminado militar en operaciones,CAUCA,JAMBALÓ,JAMBALÓ,2004,4,incidente,19364,19,,Rural,1
Desminado militar en operaciones,CAQUETA,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,2004,4,incidente,18150,18,,Rural,1
Desminado militar en operaciones,TOLIMA,PLANADAS,PLANADAS,2004,4,incidente,73555,73,,Rural,1
