Tipo de evento,Departamento,Municipio,Corregimiento,Año,Mes,Evento,COD_DANE_MUNI,COD_DANE_DEPTO,Tipo de lugar,Tipo de area,Rotulo,Lat,Lon,Address
Desminado militar en operaciones,ANTIOQUIA,ANORÍ,ANORÍ,2009,3,incidente,5040,5,,Rural,1,7.073562,-75.147287,"Anorí, Anorí, Antioquia, Colombia"
Desminado militar en operaciones,QUINDIO,GÉNOVA,GÉNOVA,2009,10,incidente,63302,63,,Rural,1,4.20558,-75.79224,"Génova, Génova, Quindío, Colombia"
Desminado militar en operaciones,META,URIBE,URIBE,2009,10,incidente,50370,50,,Rural,1,3.239241,-74.350661,"La Uribe, La Uribe, Meta, Colombia"
Desminado militar en operaciones,META,URIBE,URIBE,2009,1,incidente,50370,50,,Rural,1,3.239241,-74.350661,"La Uribe, La Uribe, Meta, Colombia"
Desminado militar en operaciones,TOLIMA,PLANADAS,PLANADAS,2009,1,incidente,73555,73,,Rural,1,3.197241,-75.643817,"Planadas, Planadas, Tolima, Colombia"
Desminado militar en operaciones,ANTIOQUIA,ABEJORRAL,ABEJORRAL,2009,1,incidente,5002,5,,Rural,1,5.788693,-75.428603,"Abejorral, Abejorral, Antioquia, Colombia"
Desminado militar en operaciones,ANTIOQUIA,NARIÑO,NARIÑO,2009,1,incidente,5483,5,,Rural,1,5.611015,-75.174162,"Nariño, Nariño, Antioquia, Colombia"
Desminado militar en operaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2009,1,incidente,81065,81,,Rural,1,7.029334,-71.4294759,"Arauquita, Arauquita, Arauca, Colombia"
Desminado militar en operaciones,META,URIBE,URIBE,2009,1,incidente,50370,50,,Rural,1,3.239241,-74.350661,"La Uribe, La Uribe, Meta, Colombia"
Desminado militar en operaciones,CAQUETA,SOLANO,SOLANO,2009,1,incidente,18756,18,,Rural,1,0.699152,-75.253555,"Solano, Solano, Caquetá, Colombia"
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2009,1,incidente,52079,52,,Rural,1,1.6733039,-78.138498,"Barbacoas, Barbacoas, Nariño, Colombia"
Desminado militar en operaciones,NARIÑO,BARBACOAS,BARBACOAS,2009,1,incidente,52079,52,,Rural,1,1.6733039,-78.138498,"Barbacoas, Barbacoas, Nariño, Colombia"
Desminado militar en operaciones,META,MAPIRIPÁN,MAPIRIPÁN,2009,9,incidente,50325,50,,Rural,1,2.892506,-72.133175,"Mapiripán, Mapiripán, Meta, Colombia"
Desminado militar en operaciones,META,MAPIRIPÁN,MAPIRIPÁN,2009,9,incidente,50325,50,,Rural,1,2.892506,-72.133175,"Mapiripán, Mapiripán, Meta, Colombia"
Desminado militar en operaciones,PUTUMAYO,PUERTO ASÍS,PUERTO ASÍS,2009,9,incidente,86568,86,,Rural,1,0.504929,-76.500191,"Puerto Asís, Puerto Asís, Putumayo, Colombia"
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2009,9,incidente,95001,95,,Rural,1,2.568549,-72.6417265,"San José del Guaviare, San José Del Guaviare, Guaviare, Colombia"
Desminado militar en operaciones,ANTIOQUIA,REMEDIOS,REMEDIOS,2009,9,incidente,5604,5,,Rural,1,7.07786,-74.70355,"Remedios, Segovia, Antioquia, Colombia"
Desminado militar en operaciones,META,PUERTO RICO,PUERTO RICO,2009,9,incidente,50590,50,,Rural,1,2.941214,-73.207468,"Puerto Rico, Puerto Rico, Meta, Colombia"
Desminado militar en operaciones,CAUCA,TORIBÍO,TORIBÍO,2009,9,incidente,19821,19,,Rural,1,2.9562909,-76.2704,"Toribío, Torbío, Cauca Department, Colombia"
Desminado militar en operaciones,GUAVIARE,SAN JOSÉ DEL GUAVIARE,SAN JOSÉ DEL GUAVIARE,2009,9,incidente,95001,95,,Rural,1,2.568549,-72.6417265,"San José del Guaviare, San José Del Guaviare, Guaviare, Colombia"
Desminado militar en operaciones,PUTUMAYO,ORITO,ORITO,2009,9,incidente,86320,86,,Rural,1,0.67688,-76.880163,"Orito, Orito, Putumayo, Colombia"
Desminado militar en operaciones,NORTE DE SANTANDER,TEORAMA,TEORAMA,2009,9,incidente,54800,54,,Rural,1,8.437521,-73.2869429,"Teorama, Teorama, Norte de Santander, Colombia"
Incautaciones,BOLIVAR,SANTA ROSA,SANTA ROSA,2007,1,incidente,13683,13,,Rural,1,10.445791,-75.368501,"Santa Rosa, Bolívar, Colombia"
Incautaciones,TOLIMA,PLANADAS,PLANADAS,2007,1,incidente,73555,73,,Rural,1,3.197241,-75.643817,"Planadas, Planadas, Tolima, Colombia"
Incautaciones,CAUCA,EL TAMBO,EL TAMBO,2007,1,incidente,19256,19,,Rural,1,2.57301,-76.77916,"Cauca, El Tambo, Cauca, Colombia"
Incautaciones,TOLIMA,PLANADAS,PLANADAS,2007,1,incidente,73555,73,,Rural,1,3.197241,-75.643817,"Planadas, Planadas, Tolima, Colombia"
Incautaciones,ANTIOQUIA,LA UNIÓN,LA UNIÓN,2007,1,incidente,5400,5,,Rural,1,5.973839,-75.3609759,"La Unión, La Unión, Antioquia, Colombia"
Desminado militar en operaciones,ANTIOQUIA,SAN CARLOS,SAN CARLOS,2007,1,incidente,5649,5,,Rural,1,6.187979,-74.993227,"San Carlos, San Carlos, Antioquia, Colombia"
Incautaciones,ANTIOQUIA,ANDES,ANDES,2007,1,incidente,5034,5,,Rural,1,5.656421,-75.879654,"Andes, Andes, Antioquia, Colombia"
Incautaciones,TOLIMA,ATACO,ATACO,2007,1,incidente,73067,73,,Rural,1,3.591068,-75.381727,"Ataco, Ataco, Tolima, Colombia"
Incautaciones,CAUCA,PATÍA,EL BORDO,2007,1,incidente,19532,19,,Rural,1,2.069301,-77.053095,"Patía, Patía, Cauca, Colombia"
Incautaciones,CALDAS,PENSILVANIA,PENSILVANIA,2007,1,incidente,17541,17,,Rural,1,5.38211,-75.161426,"Pensilvania, Pensilvania, Caldas, Colombia"
Incautaciones,ANTIOQUIA,SAN ROQUE,SAN ROQUE,2007,1,incidente,5670,5,,Rural,1,6.485831,-75.019623,"San Roque, San Roque, Antioquia, Colombia"
Incautaciones,META,VISTAHERMOSA,VISTAHERMOSA,2007,1,incidente,50711,50,,Rural,1,3.127883,-73.752512,"Vista Hermosa, Vistahermosa, Meta, Colombia"
Incautaciones,VICHADA,CUMARIBO,CUMARIBO,2007,1,incidente,99773,99,,Rural,1,4.444497,-69.798685,"Cumaribo, Cumaribo, Vichada, Colombia"
Incautaciones,BOLIVAR,CANTAGALLO,CANTAGALLO,2007,2,incidente,13160,13,,Rural,1,7.38153,-73.919121,"Cantagallo, Cantagallo, Bolívar, Colombia"
Incautaciones,BOLIVAR,CANTAGALLO,CANTAGALLO,2007,2,incidente,13160,13,,Rural,1,7.38153,-73.919121,"Cantagallo, Cantagallo, Bolívar, Colombia"
Incautaciones,CAQUETA,MONTAÑITA,LA UNIÓN PENEYA,2007,2,incidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Incautaciones,META,VISTAHERMOSA,VISTAHERMOSA,2007,2,incidente,50711,50,,Rural,1,3.127883,-73.752512,"Vista Hermosa, Vistahermosa, Meta, Colombia"
Incautaciones,ANTIOQUIA,SAN ROQUE,SAN ROQUE,2007,2,incidente,5670,5,,Rural,1,6.485831,-75.019623,"San Roque, San Roque, Antioquia, Colombia"
Incautaciones,META,SAN JUAN DE ARAMA,SAN JUAN DE ARAMA,2007,2,incidente,50683,50,,Rural,1,3.371603,-73.874958,"San Juan de Arama, San Juan de Arama, Meta, Colombia"
Incautaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2007,2,incidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Incautaciones,CALDAS,PENSILVANIA,PENSILVANIA,2007,2,incidente,17541,17,,Rural,1,5.38211,-75.161426,"Pensilvania, Pensilvania, Caldas, Colombia"
Incautaciones,ANTIOQUIA,NARIÑO,NARIÑO,2007,2,incidente,5483,5,,Rural,1,5.611015,-75.174162,"Nariño, Nariño, Antioquia, Colombia"
Incautaciones,BOLIVAR,CANTAGALLO,CANTAGALLO,2007,2,incidente,13160,13,,Rural,1,7.38153,-73.919121,"Cantagallo, Cantagallo, Bolívar, Colombia"
Desminado militar en operaciones,SANTANDER,SAN VICENTE DE CHUCURÍ,SAN VICENTE DE CHUCURÍ,2007,2,incidente,68689,68,,Rural,1,6.878518,-73.413233,"San Vicente de Chucurí, San Vicente de Chucurí, Santander Department, Colombia"
Incautaciones,BOLIVAR,SIMITÍ,SIMITÍ,2007,2,incidente,13744,13,,Rural,1,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
Incautaciones,BOLIVAR,CANTAGALLO,CANTAGALLO,2007,2,incidente,13160,13,,Rural,1,7.38153,-73.919121,"Cantagallo, Cantagallo, Bolívar, Colombia"
Incautaciones,NARIÑO,LOS ANDES,SOTOMAYOR,2007,2,incidente,52418,52,,Rural,1,1.62958,-77.8477,"Los Andes, Barbacoas, Nariño, Colombia"
Incautaciones,META,PUERTO RICO,PUERTO RICO,2007,2,incidente,50590,50,,Rural,1,2.941214,-73.207468,"Puerto Rico, Puerto Rico, Meta, Colombia"
Incautaciones,ANTIOQUIA,GRANADA,GRANADA,2007,2,incidente,5313,5,,Rural,1,6.139621,-75.183586,"Granada, Granada, Antioquia, Colombia"
Incautaciones,NARIÑO,IPIALES,IPIALES,2007,2,incidente,52356,52,,Rural,1,0.825542,-77.639504,"Ipiales, Ipiales, Narino, Colombia"
Incautaciones,BOLIVAR,SIMITÍ,SIMITÍ,2007,2,incidente,13744,13,,Rural,1,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
Incautaciones,CAUCA,ARGELIA,ARGELIA,2007,2,incidente,19050,19,,Rural,1,2.25575,-77.249334,"Argelia, Argelia, Cauca, Colombia"
Incautaciones,BOYACA,OTANCHE,OTANCHE,2007,2,incidente,15507,15,,Rural,1,5.658514,-74.181142,"Otanche, Otanche, Boyacá, Colombia"
Incautaciones,NORTE DE SANTANDER,EL TARRA,EL TARRA,2007,2,incidente,54250,54,,Rural,1,8.57451,-73.09339,"El Tarra, El Tarra, Norte de Santander, Colombia"
Incautaciones,ANTIOQUIA,ANORÍ,ANORÍ,2007,2,incidente,5040,5,,Rural,1,7.073562,-75.147287,"Anorí, Anorí, Antioquia, Colombia"
Incautaciones,RISARALDA,GUÁTICA,GUÁTICA,2007,2,incidente,66318,66,,Rural,1,5.316428,-75.799407,"Guática, Guática, Risaralda, Colombia"
Incautaciones,ANTIOQUIA,MEDELLÍN,MEDELLÍN,2007,2,incidente,5001,5,,Urbana,1,6.2530408,-75.5645737,"Medellín, Medellin, Antioquia, Colombia"
Incautaciones,BOLIVAR,CANTAGALLO,CANTAGALLO,2007,2,incidente,13160,13,,Rural,1,7.38153,-73.919121,"Cantagallo, Cantagallo, Bolívar, Colombia"
Incautaciones,CAUCA,PATÍA,EL BORDO,2007,2,incidente,19532,19,,Rural,1,2.069301,-77.053095,"Patía, Patía, Cauca, Colombia"
Incautaciones,CAUCA,ARGELIA,ARGELIA,2007,2,incidente,19050,19,,Rural,1,2.25575,-77.249334,"Argelia, Argelia, Cauca, Colombia"
Incautaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2007,2,incidente,81065,81,,Rural,1,7.029334,-71.4294759,"Arauquita, Arauquita, Arauca, Colombia"
Sospecha de campo minado,MAGDALENA,PLATO,PLATO,2007,2,incidente,47555,47,,Rural,1,9.791337,-74.7975249,"Plato, Plato, Magdalena, Colombia"
Incautaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2007,2,incidente,81065,81,,Rural,1,7.029334,-71.4294759,"Arauquita, Arauquita, Arauca, Colombia"
Desminado militar en operaciones,CORDOBA,MONTELÍBANO,MONTELÍBANO,2007,2,incidente,23466,23,,Rural,1,7.9816594,-75.4262634,"Cra. 3 #13-1, Montelibano, Montelíbano, Córdoba, Colombia"
Incautaciones,CAUCA,EL TAMBO,EL TAMBO,2007,2,incidente,19256,19,,Rural,1,2.57301,-76.77916,"Cauca, El Tambo, Cauca, Colombia"
Incautaciones,CAUCA,ARGELIA,ARGELIA,2007,2,incidente,19050,19,,Rural,1,2.25575,-77.249334,"Argelia, Argelia, Cauca, Colombia"
Incautaciones,CESAR,LA JAGUA DE IBIRICO,LA JAGUA DE IBIRICO,2007,2,incidente,20400,20,,Rural,1,9.5608923,-73.3384471,"La Jagua de Ibirico, La Jagua de Ibirico, Cesar, Colombia"
Desminado militar en operaciones,CALDAS,SAMANÁ,SAMANÁ,2007,2,incidente,17662,17,,Rural,1,5.413047,-74.9914639,"Samaná, Samaná, Caldas, Colombia"
Incautaciones,META,VISTAHERMOSA,VISTAHERMOSA,2007,3,incidente,50711,50,,Rural,1,3.127883,-73.752512,"Vista Hermosa, Vistahermosa, Meta, Colombia"
Desminado militar en operaciones,CALDAS,SAMANÁ,SAMANÁ,2007,3,incidente,17662,17,,Rural,1,5.413047,-74.9914639,"Samaná, Samaná, Caldas, Colombia"
Incautaciones,CAUCA,PATÍA,EL BORDO,2007,3,incidente,19532,19,,Rural,1,2.069301,-77.053095,"Patía, Patía, Cauca, Colombia"
Incautaciones,CAUCA,EL TAMBO,EL TAMBO,2007,3,incidente,19256,19,,Rural,1,2.57301,-76.77916,"Cauca, El Tambo, Cauca, Colombia"
Sospecha de campo minado,MAGDALENA,PLATO,PLATO,2007,2,incidente,47555,47,,Rural,1,9.791337,-74.7975249,"Plato, Plato, Magdalena, Colombia"
Sospecha de campo minado,MAGDALENA,PLATO,PLATO,2007,2,incidente,47555,47,,Rural,1,9.791337,-74.7975249,"Plato, Plato, Magdalena, Colombia"
Sospecha de campo minado,MAGDALENA,PLATO,PLATO,2007,2,incidente,47555,47,,Rural,1,9.791337,-74.7975249,"Plato, Plato, Magdalena, Colombia"
Incautaciones,BOYACA,SOCOTÁ,SOCOTÁ,2007,3,incidente,15755,15,,Rural,1,6.041521,-72.636498,"Socotá, Socotá, Boyacá, Colombia"
Incautaciones,META,PUERTO RICO,PUERTO RICO,2007,3,incidente,50590,50,,Rural,1,2.941214,-73.207468,"Puerto Rico, Puerto Rico, Meta, Colombia"
Incautaciones,TOLIMA,PLANADAS,PLANADAS,2007,3,incidente,73555,73,,Rural,1,3.197241,-75.643817,"Planadas, Planadas, Tolima, Colombia"
Incautaciones,TOLIMA,RIOBLANCO,RIOBLANCO,2007,3,incidente,73616,73,,Rural,1,3.530079,-75.643671,"Rioblanco, Rioblanco, Tolima, Colombia"
Incautaciones,BOLIVAR,MONTECRISTO,MONTECRISTO,2007,3,incidente,13458,13,,Rural,1,8.29948,-74.47563,"Montecristo, Montecristo, Bolívar, Colombia"
Incautaciones,META,SAN JUAN DE ARAMA,SAN JUAN DE ARAMA,2007,3,incidente,50683,50,,Rural,1,3.371603,-73.874958,"San Juan de Arama, San Juan de Arama, Meta, Colombia"
Incautaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2007,3,incidente,81065,81,,Rural,1,7.029334,-71.4294759,"Arauquita, Arauquita, Arauca, Colombia"
Incautaciones,META,VISTAHERMOSA,VISTAHERMOSA,2007,3,incidente,50711,50,,Rural,1,3.127883,-73.752512,"Vista Hermosa, Vistahermosa, Meta, Colombia"
Desminado militar en operaciones,CALDAS,SAMANÁ,SAMANÁ,2007,3,incidente,17662,17,,Rural,1,5.413047,-74.9914639,"Samaná, Samaná, Caldas, Colombia"
Incautaciones,CAUCA,SANTANDER DE QUILICHAO,SANTANDER DE QUILICHAO,2007,3,incidente,19698,19,,Rural,1,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
Incautaciones,MAGDALENA,CIÉNAGA,CIÉNAGA,2007,3,incidente,47189,47,,Rural,1,11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
Sospecha de campo minado,ANTIOQUIA,NARIÑO,NARIÑO,2007,1,incidente,5483,5,,Rural,1,5.611015,-75.174162,"Nariño, Nariño, Antioquia, Colombia"
Incautaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2007,2,incidente,81065,81,,Rural,1,7.029334,-71.4294759,"Arauquita, Arauquita, Arauca, Colombia"
Incautaciones,ARAUCA,TAME,TAME,2007,2,incidente,81794,81,,Rural,1,6.457094,-71.745515,"Tame, Tame, Arauca, Colombia"
Incautaciones,ARAUCA,ARAUCA,ARAUCA,2007,2,incidente,81001,81,,Rural,1,7.076172,-70.710457,"Arauca, Arauca, Arauca, Colombia"
Incautaciones,ARAUCA,TAME,TAME,2007,1,incidente,81794,81,,Rural,1,6.457094,-71.745515,"Tame, Tame, Arauca, Colombia"
Incautaciones,ARAUCA,TAME,TAME,2007,1,incidente,81794,81,,Rural,1,6.457094,-71.745515,"Tame, Tame, Arauca, Colombia"
Incautaciones,NARIÑO,IPIALES,IPIALES,2007,3,incidente,52356,52,,Rural,1,0.825542,-77.639504,"Ipiales, Ipiales, Narino, Colombia"
Incautaciones,CASANARE,TÁMARA,TÁMARA,2007,3,incidente,85400,85,,Rural,1,5.83034,-72.163056,"Tamara, Tamará, Casanare, Colombia"
Desminado militar en operaciones,BOLIVAR,SAN JACINTO,SAN JACINTO,2007,3,incidente,13654,13,,Rural,1,9.834832,-75.120521,"San Jacinto, San Jacinto, Bolivar, Colombia"
Incautaciones,BOLIVAR,SAN PABLO,SAN PABLO,2007,1,incidente,13670,13,,Rural,1,7.477887,-73.924108,"San Pablo, San Pablo, Bolivar, Colombia"
Incautaciones,BOLIVAR,CANTAGALLO,CANTAGALLO,2007,1,incidente,13160,13,,Rural,1,7.38153,-73.919121,"Cantagallo, Cantagallo, Bolívar, Colombia"
Incautaciones,CALDAS,SAMANÁ,SAMANÁ,2007,2,incidente,17662,17,,Rural,1,5.413047,-74.9914639,"Samaná, Samaná, Caldas, Colombia"
Incautaciones,CALDAS,MANZANARES,MANZANARES,2007,2,incidente,17433,17,,Rural,1,5.255906,-75.1538939,"Manzanares, Manzanares, Caldas, Colombia"
Incautaciones,CALDAS,SAMANÁ,SAMANÁ,2007,1,incidente,17662,17,,Rural,1,5.413047,-74.9914639,"Samaná, Samaná, Caldas, Colombia"
Incautaciones,CALDAS,SAMANÁ,SAMANÁ,2007,1,incidente,17662,17,,Rural,1,5.413047,-74.9914639,"Samaná, Samaná, Caldas, Colombia"
Desminado militar en operaciones,ANTIOQUIA,SAN FRANCISCO,SAN FRANCISCO,2007,3,incidente,5652,5,,Rural,1,5.963428,-75.102138,"San Francisco, Antioquia, Colombia"
Incautaciones,CALDAS,PENSILVANIA,PENSILVANIA,2007,1,incidente,17541,17,,Rural,1,5.38211,-75.161426,"Pensilvania, Pensilvania, Caldas, Colombia"
Incautaciones,CALDAS,SAMANÁ,SAMANÁ,2007,1,incidente,17662,17,,Rural,1,5.413047,-74.9914639,"Samaná, Samaná, Caldas, Colombia"
Incautaciones,BOLIVAR,SAN PABLO,SAN PABLO,2007,3,incidente,13670,13,,Rural,1,7.477887,-73.924108,"San Pablo, San Pablo, Bolivar, Colombia"
Incautaciones,NARIÑO,IPIALES,IPIALES,2007,3,incidente,52356,52,,Rural,1,0.825542,-77.639504,"Ipiales, Ipiales, Narino, Colombia"
Incautaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2007,2,incidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Incautaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2007,2,incidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Incautaciones,SANTANDER,GALÁN,GALÁN,2007,3,incidente,68296,68,,Rural,1,6.639497,-73.287406,"Galán, Galán, Santander, Colombia"
Desminado militar en operaciones,CALDAS,SAMANÁ,SAMANÁ,2007,3,incidente,17662,17,,Rural,1,5.413047,-74.9914639,"Samaná, Samaná, Caldas, Colombia"
Incautaciones,HUILA,CAMPOALEGRE,CAMPOALEGRE,2007,3,incidente,41132,41,,Rural,1,2.6851058,-75.3266416,"Campoalegre, Campoalegre, Huila, Colombia"
Incautaciones,BOYACA,SOCOTÁ,SOCOTÁ,2007,3,incidente,15755,15,,Rural,1,6.041521,-72.636498,"Socotá, Socotá, Boyacá, Colombia"
Incautaciones,CAUCA,PIAMONTE,PIAMONTE,2007,3,incidente,19533,19,,Rural,1,1.06529,-76.19731,"Piamonte, Piamonte, Cauca, Colombia"
Sospecha de campo minado,ANTIOQUIA,COCORNÁ,COCORNÁ,2007,3,incidente,5197,5,,Rural,1,6.057265,-75.185598,"Cocorná, Cocorná, Antioquia, Colombia"
Sospecha de campo minado,MAGDALENA,CHIVOLO,CHIVOLO,2007,2,incidente,47170,47,,Rural,1,10.02498,-74.62305,"Chibolo, Chibolo, Magdalena, Colombia"
Sospecha de campo minado,MAGDALENA,TENERIFE,TENERIFE,2007,2,incidente,47798,47,,Rural,1,9.898413,-74.858425,"Tenerife, Tenerife, Magdalena, Colombia"
Sospecha de campo minado,BOLIVAR,SIMITÍ,MONTERREY,2007,2,incidente,13744,13,,Rural,1,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
Sospecha de campo minado,NARIÑO,CUMBITARA,CUMBITARA,2007,3,incidente,52233,52,,Rural,1,1.65494,-77.58403,"Cumbitara, Cumbitara, Nariño, Colombia"
Sospecha de campo minado,NARIÑO,POLICARPA,POLICARPA,2007,3,incidente,52540,52,,Rural,1,1.628978,-77.4603659,"Policarpa Salavarrieta, Policarpa, Narino, Colombia"
Sospecha de campo minado,NARIÑO,EL ROSARIO,EL ROSARIO,2007,3,incidente,52256,52,,Rural,1,1.74307,-77.335095,"El Rosario, El Rosario, Narino, Colombia"
Sospecha de campo minado,NARIÑO,LEIVA,LEIVA,2007,3,incidente,52405,52,,Rural,1,1.935721,-77.303426,"Leiva, Leiva, Narino, Colombia"
Sospecha de campo minado,BOLIVAR,CÓRDOBA,CÓRDOBA,2007,2,incidente,13212,13,,Rural,1,9.586792,-74.827141,"Córdoba, Córdoba, Bolivar, Colombia"
Sospecha de campo minado,BOLIVAR,ZAMBRANO,ZAMBRANO,2007,2,incidente,13894,13,,Rural,1,9.744554,-74.8162,"Zambrano, Zambrano, Bolivar, Colombia"
Sospecha de campo minado,CAQUETA,PUERTO RICO,PUERTO RICO,2007,2,incidente,18592,18,,Rural,1,1.909918,-75.157235,"Puerto Rico, Puerto Rico, Caquetá, Colombia"
Incautaciones,CAQUETA,MONTAÑITA,LA MONTAÑITA,2007,1,incidente,18410,18,,Rural,1,1.47888,-75.43724,"La Montanita, La Montañita, Caquetá, Colombia"
Incautaciones,CAQUETA,PUERTO RICO,PUERTO RICO,2007,1,incidente,18592,18,,Rural,1,1.909918,-75.157235,"Puerto Rico, Puerto Rico, Caquetá, Colombia"
Incautaciones,CAUCA,EL TAMBO,EL TAMBO,2007,2,incidente,19256,19,,Rural,1,2.57301,-76.77916,"Cauca, El Tambo, Cauca, Colombia"
Incautaciones,CAUCA,CORINTO,CORINTO,2007,2,incidente,19212,19,,Rural,1,3.174159,-76.258802,"Corinto, Corinto, Cauca Department, Colombia"
Incautaciones,ARAUCA,ARAUQUITA,ARAUQUITA,2007,3,incidente,81065,81,,Rural,1,7.029334,-71.4294759,"Arauquita, Arauquita, Arauca, Colombia"
Incautaciones,ANTIOQUIA,VEGACHÍ,VEGACHÍ,2007,3,incidente,5858,5,,Rural,1,6.772879,-74.796476,"Vegachi, Vegachí, Antioquia, Colombia"
Incautaciones,BOYACA,COPER,COPER,2007,3,incidente,15212,15,,Rural,1,5.4752599,-74.044977,"Coper, Coper, Boyacá, Colombia"
Incautaciones,CALDAS,SAMANÁ,SAMANÁ,2007,3,incidente,17662,17,,Rural,1,5.413047,-74.9914639,"Samaná, Samaná, Caldas, Colombia"
Incautaciones,CALDAS,SAMANÁ,SAMANÁ,2007,3,incidente,17662,17,,Rural,1,5.413047,-74.9914639,"Samaná, Samaná, Caldas, Colombia"
Incautaciones,CAUCA,PATÍA,PATÍA,2007,2,incidente,19532,19,,Rural,1,2.069301,-77.053095,"Patía, Patía, Cauca, Colombia"
Incautaciones,CAUCA,TORIBÍO,TORIBÍO,2007,3,incidente,19821,19,,Rural,1,2.9562909,-76.2704,"Toribío, Torbío, Cauca Department, Colombia"
Sospecha de campo minado,CAUCA,BUENOS AIRES,BUENOS AIRES,2007,2,incidente,19110,19,,Rural,1,3.01334,-76.643755,"Buenos Aires, Buenos Aires, Cauca, Colombia"
Incautaciones,RISARALDA,PUEBLO RICO,PUEBLO RICO,2007,3,incidente,66572,66,,Rural,1,5.222288,-76.0310499,"Pueblo Rico, Pueblo Rico, Risaralda, Colombia"
Incautaciones,CAUCA,ARGELIA,ARGELIA,2007,1,incidente,19050,19,,Rural,1,2.25575,-77.249334,"Argelia, Argelia, Cauca, Colombia"
Incautaciones,CAUCA,ARGELIA,ARGELIA,2007,1,incidente,19050,19,,Rural,1,2.25575,-77.249334,"Argelia, Argelia, Cauca, Colombia"
Incautaciones,CAUCA,PATÍA,PATÍA,2007,1,incidente,19532,19,,Rural,1,2.069301,-77.053095,"Patía, Patía, Cauca, Colombia"
Incautaciones,META,VILLAVICENCIO,VILLAVICENCIO,2007,3,incidente,50001,50,,Rural,1,4.1513822,-73.6376905,"Villavicencio, Villavicencio, Meta, Colombia"
Incautaciones,CESAR,PUEBLO BELLO,PUEBLO BELLO,2007,2,incidente,20570,20,,Rural,1,10.420771,-73.580083,"Pueblo Bello, Pueblo Bello, Cesar, Colombia"
Incautaciones,META,VISTAHERMOSA,VISTAHERMOSA,2007,3,incidente,50711,50,,Rural,1,3.127883,-73.752512,"Vista Hermosa, Vistahermosa, Meta, Colombia"
Incautaciones,META,VISTAHERMOSA,VISTAHERMOSA,2007,3,incidente,50711,50,,Rural,1,3.127883,-73.752512,"Vista Hermosa, Vistahermosa, Meta, Colombia"
Desminado militar en operaciones,ANTIOQUIA,SAN CARLOS,SAN CARLOS,2007,3,incidente,5649,5,,Rural,1,6.187979,-74.993227,"San Carlos, San Carlos, Antioquia, Colombia"
Incautaciones,NORTE DE SANTANDER,TIBÚ,TIBÚ,2007,4,incidente,54810,54,,Rural,1,8.642356,-72.737733,"Tibú, Tibú, North Santander, Colombia"
Incautaciones,NORTE DE SANTANDER,ARBOLEDAS,ARBOLEDAS,2007,4,incidente,54051,54,,Rural,1,7.64323,-72.798862,"Arboledas, Arboledas, Norte de Santander, Colombia"
Incautaciones,VALLE DEL CAUCA,TULUÁ,TULUÁ,2007,4,incidente,76834,76,,Rural,1,4.089869,-76.1914991,"Tulua, Tuluá, Valle del Cauca, Colombia"
Incautaciones,PUTUMAYO,PUERTO ASÍS,PUERTO ASÍS,2007,4,incidente,86568,86,,Rural,1,0.504929,-76.500191,"Puerto Asís, Puerto Asís, Putumayo, Colombia"
Sospecha de campo minado,CAQUETA,EL PAUJIL,EL PAUJIL,2007,4,incidente,18256,18,,Rural,1,1.571227,-75.3266979,"El Paujil, El Paujil, Caquetá, Colombia"
Incautaciones,CAQUETA,FLORENCIA,FLORENCIA,2007,4,incidente,18001,18,,Rural,1,1.6153858,-75.6042364,"Florencia, Florencia, Caquetá, Colombia"
Incautaciones,HUILA,BARAYA,BARAYA,2007,4,incidente,41078,41,,Rural,1,3.151685,-75.054209,"Baraya, Baraya, Huila, Colombia"
Incautaciones,SANTANDER,GALÁN,GALÁN,2007,4,incidente,68296,68,,Rural,1,6.639497,-73.287406,"Galán, Galán, Santander, Colombia"
Incautaciones,CESAR,CURUMANÍ,CURUMANÍ,2007,4,incidente,20228,20,,Rural,1,9.201062,-73.5425659,"Curumaní, Curumaní, Cesar, Colombia"
