Event Date,Number of Victims,State,City,Location,Authorship,Source,Lat,Lon,Address
1983-02-08,14,Santander,Santa Helena del Opon,IPD Plan de Álvarez-Vereda La Germania,Grupos Paramilitares,Enterrar y Callar Pp. 200 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Magdalena Medio Santandereano Pp. 46,6.3387478,-73.616458,"Santa Helena Del Opón, Santa Helena Del Opón, Santander, Colombia"
1988-02-16,6,Santander,Santa Helena del Opon,,Grupos Paramilitares,Boletín Justicia y Paz Vol. 1 No 1 Pp. 32 Enterrar y Callar Vol. 2 Pp. 200 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Magdalena Medio Santandereano,6.3387478,-73.616458,"Santa Helena Del Opón, Santa Helena Del Opón, Santander, Colombia"
1993-05-28,4,Tolima,Santa Isabel,Veredas Santa Barbara y La Cumbre,Grupos Paramilitares,Boletín Informativo Justicia y Paz Vol. 6 No 2 Pp. 61 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia  1988-2003,4.72243,-75.37493,"Tolima, Santa Isabel, Tolima, Colombia"
1988-08-10,5,Magdalena,Santa Marta,Corregimiento Guachacá,Grupo Armado No Identificado,Boletín Justicia y Paz Vol. 1 No 3 Pp. 39,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
1993-03-13,4,Magdalena,Santa Marta,Corregimiento Bonda,Grupos Paramilitares,Boletín Informativo Justicia y Paz Vol. 6 No 1 Pp. 99 Enterrar y Callar Vol. 2 Pp. 163,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
1995-12-29,5,Magdalena,Santa Marta,Corregimiento Bonda,Grupo Armado No Identificado,Boletín Justicia y Paz Vol 8 No 4 Pp. 79,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
1997-09-27,7,Magdalena,Santa Marta,Corregimiento Gaira-Vereda El Mosquito,Grupos Paramilitares,"Noche y Niebla # 5 Pp. 124 Versión Libre Adan Rojas Mendoza, alias ""El Negro"", 19 de Noviembre de 2008",11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
1998-10-25,4,Magdalena,Santa Marta,Caserío Tigrera,Grupos Paramilitares,Noche y Niebla # 10 Pp. 47 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 251 Unidad de Justicia y Paz. Masacres en el Magdalena,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
1999-03-18,5,Magdalena,Santa Marta,Corregimiento Guachacá-Vereda El Mamey,Grupos Paramilitares,Noche y Niebla # 11 Pp. 101 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 111,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
2000-10-19,4,Magdalena,Santa Marta,Corregimiento Minca-Vereda Tres Puentes,Grupo Armado No Identificado,Noche y Niebla # 18 Pp. 94,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
2001-01-17,5,Magdalena,Santa Marta,Cienaga Grande de Santa Marta,Grupos Paramilitares,Noche y Niebla # 19 Pp. 56  ,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
2001-12-15,6,Magdalena,Santa Marta,Cabecera Municipal,Grupos Paramilitares,"Noche y Niebla # 22 Pp. 92 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Unidad de Justicia y Paz. Masacres en el Magdalena Versión Libre Adan Rojas Mendonza, alias ""El Negro"", Diciembre de 2008",11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
2002-01-31,5,Magdalena,Santa Marta,Vereda Perico Aguado,Grupos Paramilitares,Noche y Niebla # 23 Pp. 45 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
2002-11-14,6,Magdalena,Santa Marta,Corregimiento Guachacá-Vereda Puerto Nuevo,Grupos Paramilitares,"Versión Libre Adán Rojas Mendonza, alias ""El Negro""  4 de Junio de 2009",11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
2003-08-21,6,Magdalena,Santa Marta,Sitio Los Achiotes,Grupos Paramilitares,Noche y Niebla # 28 Pp. 104 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
2003-10-16,5,Magdalena,Santa Marta,,Grupos Paramilitares,Noche y Niebla # 28 Pp. 187 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,11.2403547,-74.2110227,"Santa Marta, Santa Marta, Magdalena, Colombia"
1996-04-30,5,Antioquia,Santa Rosa de Osos,Vía a Carolina,Grupos Paramilitares,Boletín Justicia y Paz Vol 9 No 2 Pp. 14 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,6.648271,-75.460901,"Santa Rosa de Osos, Santa Rosa de Osos, Antioquia, Colombia"
1997-08-14,8,Antioquia,Santa Rosa de Osos,"Corregimiento San Isidro-Veredas El Chaquiro, Betania y Alto Poleo ",Grupos Paramilitares,Noche y Niebla # 5 Pp. 41,6.648271,-75.460901,"Santa Rosa de Osos, Santa Rosa de Osos, Antioquia, Colombia"
1998-07-06,5,Antioquia,Santa Rosa de Osos,Vereda Yarumalito,Grupos Paramilitares,En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia Pp. 244,6.648271,-75.460901,"Santa Rosa de Osos, Santa Rosa de Osos, Antioquia, Colombia"
2000-01-21,6,Antioquia,Santa Rosa de Osos,Corregimiento San Pablo (Veredas Remolinos y Salamina) e IPD El Caney-Veredas Remolinos y Salamina,Grupos Paramilitares,Noche y Niebla # 15 Pp. 28 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,6.648271,-75.460901,"Santa Rosa de Osos, Santa Rosa de Osos, Antioquia, Colombia"
2000-02-15,5,Antioquia,Santa Rosa de Osos,Vereda San Juan ,Grupos Paramilitares,Noche y Niebla # 15 Pp. 23 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 289,6.648271,-75.460901,"Santa Rosa de Osos, Santa Rosa de Osos, Antioquia, Colombia"
2000-07-07,5,Antioquia,Santa Rosa de Osos,"Caserío Alto de la Mina, Corregimiento Hoyo Rico y Vereda Las Animas-Sitio El Quemao",Grupos Paramilitares,Noche y Niebla # 17 Pp. 57 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,6.648271,-75.460901,"Santa Rosa de Osos, Santa Rosa de Osos, Antioquia, Colombia"
2012-11-07,10,Antioquia,Santa Rosa de Osos,Vereda San Isidro,Grupos Paramilitares,EL TIEMPO NOVIEMBRE 09 DE 2012 P. 2 EL HERALDO NOVIEMBRE 10 DE 2012 P. 6B EL MERIDIANO  NOVIEMBRE 09 DE 2012 P. 3B LA PATRIA  NOVIEMBRE 09 DE 2012 P. 2A El Colombiano Noviembre 9 de 2012 P. 3 El País Noviembre 9 de 2012 P. a12 ,6.648271,-75.460901,"Santa Rosa de Osos, Santa Rosa de Osos, Antioquia, Colombia"
2000-05-19,4,Bolívar,Santa Rosa del Sur,Corregimiento Los Canelos,Grupos Paramilitares,Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Bolívar Pp. 159,7.9629547,-74.0520439,"Santa Rosa del Sur, Santa Rosa Del Sur, Bolivar, Colombia"
1990-07-10,4,Cauca,Santander de Quilichao,Zona Rural,Grupo Armado No Identificado,Boletín Justicia y Paz Vol 3 No 3 Pp. 21,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
2000-11-23,12,Cauca,Santander de Quilichao,Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 18 Pp. 159,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
2000-12-20,8,Cauca,Santander de Quilichao,Vereda Cambalache,Grupos Paramilitares,Noche y Niebla # 18 Pp. 204 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 343,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
2001-01-29,6,Cauca,Santander de Quilichao,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 19 Pp. 75 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
2001-02-01,4,Cauca,Santander de Quilichao,,Grupos Paramilitares,Noche y Niebla # 19 Pp. 85 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 382,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
2001-02-25,4,Cauca,Santander de Quilichao,Corregimiento Mondomo,Grupos Paramilitares,Noche y Niebla # 19 Pp. 135 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 355,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
2001-04-22,4,Cauca,Santander de Quilichao,Corregimiento Mondomo,Grupos Paramilitares,Noche y Niebla # 20 Pp. 73 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 362,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
2003-09-28,5,Cauca,Santander de Quilichao,Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 28 Pp. 156,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
2012-03-15,5,Cauca,Santander de Quilichao,Corregimiento Mondomo-Vereda San Isidro,Grupo Armado No Identificado,Noche y Niebla # 45 Pp. 122,3.01228,-76.484533,"Santander de Quilichao, Santander de Quilichao, Cauca Department, Colombia"
1998-07-24,5,Putumayo,Santiago,Vía a San Pablo-Nariño,Fuerza Pública-Ejército Nacional,Noche y Niebla # 9 Pp. 42,1.147148,-77.002405,"Santiago, Putumayo, Colombia"
1999-09-15,6,Norte de Santander,Santiago,Vereda Quebrada Seca,Grupos Paramilitares,"Noche y Niebla # 13 Pp. 131-132 Versión Libre de Salvatore Mancuso el 16 de Enero de 2009 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Policía Nacional. Procesado por Observatorio de Derechos Humanos y DIH Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Audiencia de Imputación Jorge Iván Laverde Zapata, alias ""El Iguano"", 5 de Diciembre de 2008",7.864145,-72.717692,"Santiago, North Santander, Colombia"
1983-07-09,4,Antioquia,Santo Domingo,Vereda Montebello,Grupo Armado No Identificado,"Enterrar y Callar Pp. 80 EL COLOMBIANO, 11 de julio de 1983, p. 10B",6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
1991-01-04,5,Antioquia,Santo Domingo,Vereda Porce,Grupos Paramilitares,Boletín Justicia y Paz Vol. 4 No 1 Pp. 15 Enterrar y Callar Vol. 2 Pp. 81,6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
1997-07-10,7,Antioquia,Santo Domingo,Vereda El Rayo,Grupos Paramilitares,Noche y Niebla # 5 Pp. 23 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
1997-10-04,5,Antioquia,Santo Domingo,Cabecera Municipal y Caserío La Quiebra,Grupos Paramilitares,Noche y Niebla # 6 Pp. 23 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
1997-12-13,7,Antioquia,Santo Domingo,Vereda Sofia,Grupos Paramilitares,Noche y Niebla # 6 Pp. 53,6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
1998-10-12,4,Antioquia,Santo Domingo,Sitio Estación Ferroviaria de Sofía,Grupos Paramilitares,Noche y Niebla # 10 Pp. 35 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 250,6.471563,-75.164646,"Santo Domingo, Santo Domingo, Antioquia, Colombia"
1991-11-21,4,Risaralda,Santuario,Vereda Calichal,Grupo Armado No Identificado,Boletín Justicia y Paz Vol. 4 No 4 Pp. 62,5.075748,-75.964144,"Santuario, Santuario, Risaralda, Colombia"
1996-11-28,5,Antioquia,Santuario, Sitio La Mayoría,Grupos Paramilitares,Noche y Niebla # 2 Pp. 101 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
1999-07-10,6,Antioquia,Santuario,Zona Rural,Grupo Armado No Identificado,Noche y Niebla # 13 Pp. 49 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 45,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
2000-10-14,4,Antioquia,Santuario,Veredas El Salto y La Aurora,Grupos Paramilitares,Noche y Niebla # 18 Pp. 87 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
2001-02-08,4,Antioquia,Santuario,Veredas El Salto y Bodega,Grupos Paramilitares,Noche y Niebla # 19 Pp. 100 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 353,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
2001-11-10,4,Antioquia,Santuario,IP El Ramal (La Paz),Grupos Paramilitares,Noche y Niebla # 22 Pp. 53 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 338,6.138333,-75.264167,"Santuario, El Santuario, El Santuario, Antioquia, Colombia"
1994-01-03,8,Arauca,Saravena,IP Puerto Lleras,Fuerza Pública-Ejército Nacional,Boletin Justicia y Paz Vol 7 No 1 Pp. 23 Comisión Interamericana de Derechos Humanos- Informe de Fondo No 61 de 1999,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
1995-05-09,4,Arauca,Saravena,Zona Rural,Guerrilla-ELN ,Boletín Justicia y Paz Vol 8 No 2 Pp. 66,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
2003-07-22,5,Arauca,Saravena,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 28 Pp. 58 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
2010-11-16,4,Arauca,Saravena,,Guerrilla-ELN ,Noche y Niebla # 42 Pp. 137,6.956107,-71.872595,"Saravena, Saravena, Arauca, Colombia"
2000-08-05,10,Norte de Santander,Sardinata,Corregimiento San Roque,Grupos Paramilitares,"Noche y Niebla # 17 Pp. 116 Audiencia de Imputación contra Isaias Montes Hernández, alias ""Junior"" ó ""Mauricio""",8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
2001-01-13,5,Norte de Santander,Sardinata,Zona Rural,Grupos Paramilitares,Noche y Niebla # 19 Pp. 48 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 350,8.085092,-72.799937,"Sardinata, Sardinata, North Santander, Colombia"
1986-03-16,5,Antioquia,Segovia,Corregimiento Fraguas,Fuerza Pública-Ejército Nacional,Enterrar y Callar Pp. 78 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 14 Pp. 418,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
1988-11-11,46,Antioquia,Segovia,Cabecera Municipal,Grupos Paramilitares,Boletín Justicia y Paz Vol. 1 No 4 Pp. 48 Memoria Histórica Las masacres de Remedios y Segovia. Crónica de una democracia violentada,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
1991-08-19,6,Antioquia,Segovia,Cabecera Municipal,Fuerza Pública-Policía Nacional,Boletín Justicia y Paz Vol. 4 No 3 Pp. 61 Memoria Histórica. Caso Segovia,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
1991-09-30,6,Antioquia,Segovia,Cabecera Municipal,Fuerza Pública-Policía Nacional,Boletín Justicia y Paz Vol. 4 No 3 Pp. 93 Enterrar y Callar Vol. 2 Pp. 79 Memoria Histórica Caso Segovia,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
1992-08-01,4,Antioquia,Segovia,Cabecera Municipal,Guerrilla No Identificada,Boletín Justicia y Paz Vol. 5 No 3 Pp. 58 Memoria Histórica. Caso Segovia,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
1993-02-27,5,Antioquia,Segovia,Sitio Matuntuna,Fuerza Pública-Ejército Nacional,Enterrar y Callar Vol. 2 Pp. 79,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
1996-04-22,14,Antioquia,Segovia,Cabecera Municipal,Grupos Paramilitares,Boletín Justicia y Paz Vol 9 No 2 Pp. 12 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Memoria Histórica Caso Segovia Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 14 Pp. 491,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
2000-10-29,8,Antioquia,Segovia,Veredas El Aporriado y Cañaveral,Grupos Paramilitares,Noche y Niebla # 18 Pp. 109 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 336,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
2001-02-12,7,Antioquia,Segovia,Vereda Machuca,Grupos Paramilitares,Noche y Niebla # 19 Pp. 108 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 354,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
2002-08-09,24,Antioquia,Segovia,Zona Rural,Fuerza Pública-Ejército Nacional,Revista Semana,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
2007-09-06,4,Antioquia,Segovia,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 36 Pp. 97,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
2008-11-01,4,Antioquia,Segovia,Zona Rural,Fuerza Pública-Ejército Nacional,Noche y Niebla # 39 Actualizaciones Pág. 267,7.079604,-74.699095,"Segovia, Segovia, Antioquia, Colombia"
1995-03-01,5,Valle del Cauca,Sevilla,Corregimiento Corozal-Vereda Manzanillo,Grupo Armado No Identificado,Boletín Justicia y Paz Vol 8 No 1 Pp. 93,4.27578,-75.93858,"Sevilla, Sevilla, Valle del Cauca, Colombia"
2000-07-18,7,Valle del Cauca,Sevilla,IP Cumbarco-Vereda La Melba,Grupos Paramilitares,Noche y Niebla # 17 Pp. 77 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 305,4.27578,-75.93858,"Sevilla, Sevilla, Valle del Cauca, Colombia"
2008-04-19,5,Valle del Cauca,Sevilla,Zona Rural,Guerrilla-FARC ,Noche y Niebla # 37 Pág. 140,4.27578,-75.93858,"Sevilla, Sevilla, Valle del Cauca, Colombia"
2003-05-03,6,Cundinamarca,Silvania,Caserío Santa Rita,Grupo Armado No Identificado,Noche y Niebla # 27 Pp. 206,4.39078,-74.396782,"Silvania, Silvania, Cundinamarca, Colombia"
1985-10-20,6,Cauca,Silvia,IPD Pitayo,Guerrilla Conjunta-Quintin Lame y M-19,"Enterrar y Callar Pp. 119 EL TIEMPO, 21 de octubre de 1985, p. 1A, 8A",2.611615,-76.37754,"Silvia, Silvia, Cauca Department, Colombia"
2001-11-14,4,Cauca,Silvia,Zona Rural,Guerrilla-FARC ,Noche y Niebla # 22 Pp. 58,2.611615,-76.37754,"Silvia, Silvia, Cauca Department, Colombia"
1987-04-10,7,Santander,Simacota,Vereda Islandia,Grupos Paramilitares,Enterrar y Callar Pp. 199 El Tiempo 11/04/1987: 2A,6.443588,-73.337534,"Simacota, Simacota, Santander Department, Colombia"
1989-01-18,12,Santander,Simacota,Corregimiento La Rochela,Grupos Paramilitares,Boletín Justicia y Paz Vol. 2 No 1 Pp. 15 Comisión Interamericana de Derechos Humanos-Informe de Admisibilidad No 42 de 2002 Enterrar y Callar Vol. 2 Pp. 199 Memoria Histórica. La Masacre de La Rochela. Memorias de un crimen contra la justicia,6.443588,-73.337534,"Simacota, Simacota, Santander Department, Colombia"
1989-02-02,6,Santander,Simacota,Corregimiento La Rochela-Vereda La Plazuela,Fuerza Pública-Ejército Nacional,Boletín Justicia y Paz Vol. 2 No 1 Pp. 40,6.443588,-73.337534,"Simacota, Simacota, Santander Department, Colombia"
1998-11-26,4,Bolívar,Simiti,Corregimiento Monterrey,Grupos Paramilitares,Noche y Niebla # 10 Pp. 76-77 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Bolívar,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
1999-07-25,5,Bolívar,Simiti,Corregimiento Monterrey,Grupos Paramilitares,Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Bolívar Pp. 141,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
1999-08-07,6,Bolívar,Simiti,Corregimiento San Luis-Vereda El Piñal,Grupos Paramilitares,Noche y Niebla # 13 Pp. 78 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 271 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Bolívar,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
1999-10-17,6,Bolívar,Simiti,Zona Rural,Fuerza Pública-Ejército Nacional,Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Bolívar Pp. 146,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
1999-10-19,4,Bolívar,Simiti,Sitio Roncador de Simiti,Grupos Paramilitares,Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Bolívar Pp. 148,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
2000-02-26,10,Bolívar,Simiti,Corregimiento Las Brisas,Grupos Paramilitares,Noche y Niebla # 15 Pp. 45 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Bolívar,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
2000-07-25,5,Bolívar,Simiti,Corregimiento Cerro de Burgos,Grupos Paramilitares,Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Bolívar Pp. 164,7.957151,-73.946404,"Simití, Simití, Bolivar, Colombia"
2000-05-07,5,Sucre,Sincelejo,Corregimiento Las Palmas,Grupo Armado No Identificado,Noche y Niebla # 16 Pp. 108,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
2000-11-04,4,Sucre,Sincelejo,Via a Tolú,Grupos Paramilitares,Noche y Niebla # 18 Pp. 125  ,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
2001-10-24,5,Sucre,Sincelejo,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 22 Pp. 32 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 387,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
2003-08-12,5,Sucre,Sincelejo,Corregimiento La Peñata,Grupos Paramilitares,Noche y Niebla # 28 Pp. 93-94 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,9.3045773,-75.3905567,"Sincelejo, Sincelejo, Sucre, Colombia"
1997-02-21,4,Magdalena,Sitionuevo,Sitio Trinidad,Grupos Paramilitares,Noche y Niebla # 3 Pp. 35 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Unidad de Justicia y Paz. Masacres en Magdalena,10.77525,-74.71955,"Sitionuevo, Sitionuevo, Magdalena, Colombia"
2000-11-22,37,Magdalena,Sitionuevo,Corregimiento Nueva Venecia,Grupos Paramilitares,Noche y Niebla # 18 Pp. 157 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,10.77525,-74.71955,"Sitionuevo, Sitionuevo, Magdalena, Colombia"
2001-02-19,4,Magdalena,Sitionuevo,Sitio La Esperanza y Los Comejenes,Grupo Armado No Identificado,Noche y Niebla # 19 Pp. 121,10.77525,-74.71955,"Sitionuevo, Sitionuevo, Magdalena, Colombia"
2001-12-19,6,Magdalena,Sitionuevo,Vía a Corregimiento Palermo,Grupos Paramilitares,Noche y Niebla # 22 Pp. 96 Unidad de Justicia y Paz. Masacres en Magdalena,10.77525,-74.71955,"Sitionuevo, Sitionuevo, Magdalena, Colombia"
1993-06-01,10,Cundinamarca,Soacha,Cabecera Municipal,Grupos Paramilitares,Boletín Informativo Justicia y Paz Vol. 6 No 2 Pp. 87 Caos Tipo Deuda contra la Humanidad. Paramilitarismo de estado en Colombia 1988-2003,4.5827227,-74.2117465,"Soacha, Soacha, Cundinamarca, Colombia"
2002-08-30,6,Cundinamarca,Soacha,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 25 Pp. 81-82 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,4.5827227,-74.2117465,"Soacha, Soacha, Cundinamarca, Colombia"
2003-08-20,5,Cundinamarca,Soacha,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 28 Pp. 103 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,4.5827227,-74.2117465,"Soacha, Soacha, Cundinamarca, Colombia"
2004-08-19,4,Cundinamarca,Soacha,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 30 Pp. 118-119,4.5827227,-74.2117465,"Soacha, Soacha, Cundinamarca, Colombia"
1993-07-13,4,Boyacá,Socha,Sitio El Capillal,Fuerza Pública-Ejército Nacional,Boletín Informativo Justicia y Paz Vol. 6 No 3 Pp. 16,5.99713,-72.692665,"Socha, Socha, Boyacá, Colombia"
2004-02-07,4,Boyacá,Sogamoso,IPM El Crucero,Fuerza Pública-Ejército Nacional,Noche y Niebla # 29 Pp. 71,5.7160848,-72.9311289,"Sogamoso, Sogamoso, Boyaca, Colombia"
1992-02-01,5,Caquetá,Solano,Cabecera Municipal-Vereda La Cabaña,Grupo Armado No Identificado,Boletín Justicia y Paz Vol. 5 No 1 Pp. 49,0.699152,-75.253555,"Solano, Solano, Caquetá, Colombia"
1998-03-25,5,Caquetá,Solano,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 7 y 8 Pp. 80 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 236,0.699152,-75.253555,"Solano, Solano, Caquetá, Colombia"
2011-11-26,4,Caquetá,Solano,IP Aracuara,Guerrilla-FARC ,Noche y Niebla # 44 Pp. 171,0.699152,-75.253555,"Solano, Solano, Caquetá, Colombia"
2002-08-04,4,Atlántico,Soledad,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 25 Pp. 44 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,10.9170486,-74.799071,"Soledad, Soledad, Atlantico, Colombia"
1981-12-05,4,Caquetá,Solita,Vereda Bocana Canelo,Grupo Armado No Identificado,"Enterrar y callar Pp. 108 Revista Semana # 135, Diciembre de 1984",0.88022,-75.62059,"Solita, Solita, Caquetá, Colombia"
