Event Date,Number of Victims,State,City,Location,Authorship,Source,Lat,Lon,Address
2005-07-10,4,Huila,Campoalegre,Cabecera Municipal,Guerrilla-FARC ,Noche y Niebla # 32 Pp. 42,2.6851058,-75.3266416,"Campoalegre, Campoalegre, Huila, Colombia"
2006-05-15,4,Huila,Campoalegre,Vereda Bajo Bilaco,Grupos Paramilitares,Noche y Niebla # 33 Pp. 107,2.6851058,-75.3266416,"Campoalegre, Campoalegre, Huila, Colombia"
2008-02-08,4,Huila,Campoalegre,Vereda Bajo Piravante,Fuerza Pública-Ejército Nacional,Noche y Niebla # 37 Pág. 85,2.6851058,-75.3266416,"Campoalegre, Campoalegre, Huila, Colombia"
1991-02-26,9,Boyacá,Campohermoso,IPD Vistahermosa,Grupos Paramilitares,Boletín Justicia y Paz Vol. 4 No 1 Pp. 49 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 62 Enterrar y Callar Vol. 2 Pp. 95  ,5.031048,-73.103869,"Campohermoso, Campohermoso, Boyacá, Colombia"
1988-08-30,16,Córdoba,Canalete,Vereda El Tomate,Grupos Paramilitares,Boletín Justicia y Paz Vol. 1 No 3 Pp. 41 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Enterrar y Callar. Vol. 2 Pp. 128,8.788161,-76.240381,"Canalete, Canalete, Cordoba, Colombia"
1992-05-26,4,Córdoba,Canalete,Corregimiento Buenos Aires- Las Pavas,Grupos Paramilitares,Boletín Justicia y Paz Vol. 5 No 2 Pp.57 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Enterrar y Callar Vol. 2 Pp. 128,8.788161,-76.240381,"Canalete, Canalete, Cordoba, Colombia"
1991-02-20,4,Antioquia,Canasgordas,Corregimiento San Pascual-Vereda La Curva,Guerrilla No Identificada,Boletín Justicia y Paz Vol. 4 No 1 Pp. 47,6.750597,-76.02611,"Cañasgordas, Cañasgordas, Antioquia, Colombia"
1992-04-01,4,Antioquia,Canasgordas,,Grupos Paramilitares,Boletín Justicia y Paz Vol. 5 No 2 Pp.15 Caso Tipo Deuda con la Humanidad. Paramilitarismo de estado en Colombia 1988-2003,6.750597,-76.02611,"Cañasgordas, Cañasgordas, Antioquia, Colombia"
1997-10-11,4,Antioquia,Canasgordas,Corregimiento Juntas de Uramita,Grupos Paramilitares,Noche y Niebla # 6 Pp. 25 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,6.750597,-76.02611,"Cañasgordas, Cañasgordas, Antioquia, Colombia"
2000-04-02,6,Antioquia,Canasgordas,Corregimiento Juntas de Uramita,Guerrilla-FARC ,Noche y Niebla # 16 Pp. 50,6.750597,-76.02611,"Cañasgordas, Cañasgordas, Antioquia, Colombia"
2000-11-21,8,Antioquia,Canasgordas y Uramita,Corregimiento Juntas de Uramita y Vereda San Julián (Cañasgordas) y Vereda El Retiro (Uramita),Grupos Paramilitares,Noche y Niebla # 18 Pp. 155,6.7914062,-76.0730214,"Uramita-Cañasgorda, Antioquia, Colombia"
2004-10-03,14,Valle del Cauca,Candelaria,Corregimiento Villa Gorgona,Grupos Paramilitares,Noche y Niebla # 30 Pp. 183,3.414112,-76.348857,"Candelaria, Candelaria, Valle del Cauca, Colombia"
2000-09-16,4,Bolívar,Cantagallo,Caserío La Esperanza,Grupos Paramilitares,Noche y Niebla # 17 Pp. 211 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 331 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 5 Sur de Bolívar,7.38153,-73.919121,"Cantagallo, Cantagallo, Bolívar, Colombia"
1999-03-13,9,Cundinamarca,Caparrapi,Vereda Mata de Plátano,Guerrilla-FARC ,Noche y Niebla # 11 Pp. 98 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999. Luz para la Vida,5.345645,-74.49081,"Caparrapí, Caparrapí, Cundinamarca, Colombia"
1997-11-10,4,Antioquia,Caracoli,Zona Rural,Grupos Paramilitares,Noche y Niebla # 6 Pp. 34 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Colombia Nunca Más. Crímenes de Lesa Humanidad Zona 14 Pp. 595,6.408749,-74.7576179,"Caracolí, Caracolí, Antioquia, Colombia"
1999-01-07,5,Antioquia,Caracoli,Cabecera Municipal,Grupos Paramilitares,Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 35,6.408749,-74.7576179,"Caracolí, Caracolí, Antioquia, Colombia"
1999-01-10,4,Antioquia,Caracoli,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 11 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,6.408749,-74.7576179,"Caracolí, Caracolí, Antioquia, Colombia"
1996-07-15,6,Antioquia,Caramanta,Corregimiento Sucre,Grupos Paramilitares,Noche y Niebla # 1 Pp. 20 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,5.548956,-75.643707,"Caramanta, Caramanta, Antioquia, Colombia"
2001-08-26,5,Antioquia,Caramanta,Corregimientos Barro Blanco y Sucre,Grupos Paramilitares,Noche y Niebla # 21 Pp. 140 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 376,5.548956,-75.643707,"Caramanta, Caramanta, Antioquia, Colombia"
1993-12-06,4,Antioquia,Carepa,Finca Filipinas,Guerrilla-FARC ,Boletín Informativo Justicia y Paz Vol. 6 No 4 Pp. 85,7.755354,-76.6554309,"Carepa, Carepa, Antioquia, Colombia"
1995-05-14,4,Antioquia,Carepa,Cabecera Municipal,Grupos Paramilitares,Boletín Justicia y Paz Vol 8 No 2 Pp. 68 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2008,7.755354,-76.6554309,"Carepa, Carepa, Antioquia, Colombia"
1995-07-06,4,Antioquia,Carepa,Caserío Zungo Embarcadero  ,Otro Grupo Armado-Comandos Populares,Boletín Justicia y Paz Vol 8 No 3 Pp. 24 Caso Tipo Deuda contra la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,7.755354,-76.6554309,"Carepa, Carepa, Antioquia, Colombia"
1995-08-29,16,Antioquia,Carepa,Caserío Zungo Embarcadero-Finca Los Kunas,Guerrilla-FARC ,Boletín Justicia y Paz Vol 8 No 3 Pp. 63,7.755354,-76.6554309,"Carepa, Carepa, Antioquia, Colombia"
1996-02-14,11,Antioquia,Carepa,Caserío Zungo Embarcadero-Finca Osaka,Guerrilla-FARC ,Boletín Justicia y Paz Vol 9 No 1 Pp. 36,7.755354,-76.6554309,"Carepa, Carepa, Antioquia, Colombia"
1999-10-17,4,Antioquia,Carepa,Vereda Piedras Blancas,Guerrilla-FARC ,Noche y Niebla # 14 Pp. 74 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 50,7.755354,-76.6554309,"Carepa, Carepa, Antioquia, Colombia"
1997-09-27,4,Antioquia,Carmen de Viboral,Vereda La Madera,Grupo Armado No Identificado,Noche y Niebla # 5 Pp. 73,6.082178,-75.337384,"El Carmen de Viboral, El Carmen de Viboral, Antioquia, Colombia"
2000-11-06,4,Antioquia,Carmen de Viboral,Corregimiento La Chapa,Grupo Armado No Identificado,Noche y Niebla # 18 Pp. 129,6.082178,-75.337384,"El Carmen de Viboral, El Carmen de Viboral, Antioquia, Colombia"
2001-01-09,5,Antioquia,Carmen de Viboral,Vereda La Garzona,Grupos Paramilitares,Noche y Niebla # 19 Pp. 43 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 350,6.082178,-75.337384,"El Carmen de Viboral, El Carmen de Viboral, Antioquia, Colombia"
2001-02-11,5,Antioquia,Carmen de Viboral,Corregimiento Aguas Claras,Grupos Paramilitares,Noche y Niebla # 19 Pp. 105,6.082178,-75.337384,"El Carmen de Viboral, El Carmen de Viboral, Antioquia, Colombia"
2001-03-20,4,Antioquia,Carmen de Viboral,Corregimiento La Madera,Grupos Paramilitares,Noche y Niebla # 19 Pp. 183 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 358,6.082178,-75.337384,"El Carmen de Viboral, El Carmen de Viboral, Antioquia, Colombia"
2001-05-20,4,Antioquia,Carmen de Viboral,Corregimiento La Madera,Grupos Paramilitares,Noche y Niebla # 20 Pp. 137 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 366,6.082178,-75.337384,"El Carmen de Viboral, El Carmen de Viboral, Antioquia, Colombia"
2001-09-17,5,Antioquia,Carmen de Viboral,Corregimiento La Chapa,Grupos Paramilitares,Noche y Niebla # 21 Pp. 181 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 382,6.082178,-75.337384,"El Carmen de Viboral, El Carmen de Viboral, Antioquia, Colombia"
2001-10-09,4,Antioquia,Carmen de Viboral,Corregimiento Aguas Claras,Grupo Armado No Identificado,Noche y Niebla # 22 Pp. 9,6.082178,-75.337384,"El Carmen de Viboral, El Carmen de Viboral, Antioquia, Colombia"
1996-10-14,8,Antioquia,Carmen de Viboral y La Unión,Vereda San Miguel,Grupos Paramilitares,Noche y Niebla # 2 Pp. 25  Caso Tipo deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,5.9773819,-75.3597735,"La Unión-El Carmen De Viboral, La Unión, La Unión, Antioquia, Colombia"
2005-11-27,5,Chocó,Carmen del Darien,Vereda La Urada,Guerrilla-FARC ,Noche y Niebla # 32 Pp. 171,5.2528033,-76.8259652,"Choco, Colombia"
2000-11-03,4,Antioquia,Carolina,Vía a Santa Rosa de Osos,Grupos Paramilitares,Noche y Niebla # 18 Pp. 122 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 337,6.724917,-75.282299,"Carolina del Príncipe, Carolina, Antioquia, Colombia"
1991-11-05,4,Bolívar,Cartagena,Cabecera Municipal,Grupos Paramilitares,Boletín Justicia y Paz Vol. 4 No 4 Pp. 54 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,10.3910485,-75.4794257,"Cartagena, Cartagena, Bolívar, Colombia"
1996-12-12,4,Bolívar,Cartagena,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 2 Pp.  111 Caso Tipo deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,10.3910485,-75.4794257,"Cartagena, Cartagena, Bolívar, Colombia"
1999-11-17,4,Bolívar,Cartagena,Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 14 Pp. 111 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999,10.3910485,-75.4794257,"Cartagena, Cartagena, Bolívar, Colombia"
2003-02-12,4,Bolívar,Cartagena,Cabecera Municipal,Grupos Paramilitares,"Noche y Niebla # 27 Pp. 85 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre Uber Enrique banquez, alias ""Juancho Dique"". Barranquilla, 28 de Mayo de 2008",10.3910485,-75.4794257,"Cartagena, Cartagena, Bolívar, Colombia"
2001-01-31,4,Meta,Castilla La Nueva,Vereda Banderas,Grupo Armado No Identificado,Noche y Niebla # 19 Pp. 78,3.827834,-73.690164,"Castilla la Nueva, Castilla La Nueva, Meta, Colombia"
1981-10-19,6,Antioquia,Caucasia,Corregimiento Caserí-Vereda La Trampita,Guerrilla-ELN ,Enterrar y Callar Pp. 30 El Tiempo. 19.10.1981: 3A,7.979698,-75.1985629,"Caucasia, Caucasia, Antioquia, Colombia"
1999-10-24,4,Antioquia,Caucasia,Vereda Puerto Triana,Guerrilla-ELN ,Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 50,7.979698,-75.1985629,"Caucasia, Caucasia, Antioquia, Colombia"
2010-02-19,5,Antioquia,Caucasia,Zona Rural,Grupos Paramilitares,Noche y Niebla # 41 Pp. 84,7.979698,-75.1985629,"Caucasia, Caucasia, Antioquia, Colombia"
2010-04-25,4,Antioquia,Caucasia,Corregimiento Palomar,Grupos Paramilitares,Noche y Niebla # 41 Pp. 125,7.979698,-75.1985629,"Caucasia, Caucasia, Antioquia, Colombia"
2011-03-13,10,Antioquia,Caucasia,Corregimiento Cuturú-Vereda La Arenosa,Grupos Paramilitares,Noche y Niebla # 43 Pp. 117-178,7.979698,-75.1985629,"Caucasia, Caucasia, Antioquia, Colombia"
1999-09-01,4,Valle del Cauca,Cerrito,Vereda El Castillo,Guerrilla-FARC ,Noche y Niebla # 13 Pp. 116 Defensoría del Pueblo. Masacres ocurridas en Colombia Luz para la Vida Pp. 151,3.684084,-76.312996,"El Cerrito, El Cerrito, Valle del Cauca, Colombia"
1999-12-23,5,Magdalena,Cerro San Antonio,Corregimiento Bellavista,Grupos Paramilitares,Noche y Niebla # 14 Pp. 151,10.327095,-74.868681,"Cerro San Antonio, Cerro San Antonio, Magdalena, Colombia"
1992-09-28,8,Sucre,Chalan,Vereda El Cielo Azul,Grupos Paramilitares,Boletín Justicia y Paz Vol. 5 No 3 Pp. 85 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,9.5458269,-75.312885,"Chalán, Chalán, Sucre, Colombia"
2000-01-28,4,Sucre,Chalan,Corregimiento La Ceiba,Grupo Armado No Identificado,Noche y Niebla # 15 Pp. 36 ,9.5458269,-75.312885,"Chalán, Chalán, Sucre, Colombia"
1989-10-10,4,Tolima,Chaparral,Vereda El Cairo,Grupos Paramilitares,Boletín Justicia y Paz Vol. 2 No 4 Pp. 19 Enterrar y Callar Vol. 2 Pp. 202,3.723827,-75.483979,"Chaparral, Chaparral, Tolima, Colombia"
1989-11-22,6,Tolima,Chaparral,Corregimiento Las Hermosas,Grupos Paramilitares,Boletín Justicia y Paz Vol. 2 No 4 Pp. 45 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,3.723827,-75.483979,"Chaparral, Chaparral, Tolima, Colombia"
1991-01-03,4,Tolima,Chaparral,Corregimiento El Limón,Guerrilla-FARC ,Boletín Justicia y Paz Vol. 4 No 1 Pp. 15,3.723827,-75.483979,"Chaparral, Chaparral, Tolima, Colombia"
1991-08-30,8,Tolima,Chaparral,Caserío San José de las Hermosas,Guerrilla-FARC ,"Enterrar y Callar Vol. 2 Pp. 203 CPDH EL TIEMPO, 1 de Septiembre de 1991: P. 6A; Resumen Prensa CINEP, Agosto 1991",3.723827,-75.483979,"Chaparral, Chaparral, Tolima, Colombia"
1998-04-12,4,Tolima,Chaparral,Vereda Vistahermosa,Guerrilla-FARC ,Noche y Niebla # 7 y 8 Pp. 95,3.723827,-75.483979,"Chaparral, Chaparral, Tolima, Colombia"
2001-06-28,6,Tolima,Chaparral,Vereda El Queso,Grupo Armado No Identificado,Noche y Niebla # 20 Pp. 212,3.723827,-75.483979,"Chaparral, Chaparral, Tolima, Colombia"
1988-03-02,6,Antioquia,Chigorodo,Zona Rural,Grupos Paramilitares,Boletín Justicia y Paz Vol. 1 No 1 Pp. 40,7.665099,-76.67749,"Chigorodó, Chigorodó, Antioquia, Colombia"
1988-03-04,8,Antioquia,Chigorodo,Vereda Guapá,Grupos Paramilitares,Boletín Justicia y Paz Vol. 1 No 1 Pp. 40,7.665099,-76.67749,"Chigorodó, Chigorodó, Antioquia, Colombia"
1990-03-17,5,Antioquia,Chigorodo,Fincas Guatapurí y Romeral,Grupos Paramilitares,Boletín Justicia y Paz Vol 3 No 1 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 49,7.665099,-76.67749,"Chigorodó, Chigorodó, Antioquia, Colombia"
1992-08-23,6,Antioquia,Chigorodo,Cabecera Municipal,Grupos Paramilitares,Boletín Justicia y Paz Vol. 5 No 3 Pp. 48 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,7.665099,-76.67749,"Chigorodó, Chigorodó, Antioquia, Colombia"
1993-08-29,4,Antioquia,Chigorodo,Vereda Guapá,Fuerza Pública-Ejército Nacional,Boletín Informativo Justicia y Paz Vol. 6 No 3 Pp. 46,7.665099,-76.67749,"Chigorodó, Chigorodó, Antioquia, Colombia"
1995-08-12,18,Antioquia,Chigorodo,Cabecera Municipal- Bar El Aracatazo,Otro Grupo Armado-Comandos Populares,"Boletín Justicia y Paz Vol 8 No 3 Pp. 58 Caso Tipo Deuda contra la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre Ever Veloza, alias ""HH"". Medellin, 30 de Octubre de 2007",7.665099,-76.67749,"Chigorodó, Chigorodó, Antioquia, Colombia"
1997-03-03,4,Antioquia,Chigorodo,Fincas Agrourabá y Carambolos,Grupos Paramilitares,Noche y Niebla # 3 Pp. 47,7.665099,-76.67749,"Chigorodó, Chigorodó, Antioquia, Colombia"
1997-03-07,4,Antioquia,Chigorodo,Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 3 Pp. 76,7.665099,-76.67749,"Chigorodó, Chigorodó, Antioquia, Colombia"
1999-01-08,4,Antioquia,Chigorodo, ,Grupos Paramilitares,Noche y Niebla # 11 Pp. 39 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 262 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 35,7.665099,-76.67749,"Chigorodó, Chigorodó, Antioquia, Colombia"
2006-04-02,4,Cesar,Chimichagua, ,Fuerza Pública-Ejército Nacional,Noche y Niebla # 38 Actualizaciones Pág. 234-235,9.2571429,-73.812877,"Chimichagua, Chimichagua, Cesar, Colombia"
1990-01-28,4,Córdoba,Chinu,Corregimiento Cacaotal,Fuerza Pública-Policía Nacional,Boletín Justicia y Paz Vol 3 No 1,9.105964,-75.401527,"Chinú, Chinú, Córdoba, Colombia"
1991-12-01,4,Córdoba,Chinu,Corregimiento Santa Fe,Grupo Armado No Identificado,Boletín Justicia y Paz Vol. 4 No 4 Pp. 90,9.105964,-75.401527,"Chinú, Chinú, Córdoba, Colombia"
1994-03-27,4,Córdoba,Chinu,Corregimiento Carbonero,Grupo Armado No Identificado,Boletin Justicia y Paz Vol 7 No 1 Pp. 90,9.105964,-75.401527,"Chinú, Chinú, Córdoba, Colombia"
2003-01-24,4,Córdoba,Chinu,Corregimiento Andalucía,Grupo Armado No Identificado,Noche y Niebla # 27 Pp. 55,9.105964,-75.401527,"Chinú, Chinú, Córdoba, Colombia"
2007-07-09,6,Córdoba,Chinu,Zona Rural,Fuerza Pública-Ejército Nacional,Noche y Niebla # 36 Pp. 51,9.105964,-75.401527,"Chinú, Chinú, Córdoba, Colombia"
2001-11-11,4,Cundinamarca,Chipaque,Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 22 Pp. 53,4.4431839,-74.045,"Chipaque, Chipaque, Cundinamarca, Colombia"
2000-08-19,6,Cesar,Chiriguana,Corregimiento Rincón Hondo,Grupos Paramilitares,Noche y Niebla # 17 Pp. 151 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 327 Unidad de Justicia y Paz. Masacres en el Cesar,9.361464,-73.5997,"Chiriguaná, Chiriguana, Cesar, Colombia"
2000-08-23,4,Cesar,Chiriguana,Corregimiento Rincón Hondo,Grupos Paramilitares,Noche y Niebla # 17 Pp. 157 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 327 Unidad de Justicia y Paz. Masacres en el Cesar,9.361464,-73.5997,"Chiriguaná, Chiriguana, Cesar, Colombia"
2001-07-22,5,Cesar,Chiriguana,Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 21 Pp. 65 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 371 Unidad de Justicia y Paz. Masacres en el Cesar,9.361464,-73.5997,"Chiriguaná, Chiriguana, Cesar, Colombia"
2001-10-27,5,Cesar,Chiriguana,Caserío La Aurora,Grupos Paramilitares,Noche y Niebla # 22 Pp. 38 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 387 Unidad de Justicia y Paz. Masacres en el Cesar,9.361464,-73.5997,"Chiriguaná, Chiriguana, Cesar, Colombia"
1992-06-02,4,Magdalena,Chivolo,Vereda La Palizua,Grupos Paramilitares,Boletín Justicia y Paz Vol. 5 No 3  Actualizaciones En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 83 Enterrar y Callar Vol. 2 Pp. 159,10.02498,-74.62305,"Chibolo, Chibolo, Magdalena, Colombia"
1992-06-17,4,Magdalena,Chivolo, ,Fuerza Pública-Ejército Nacional,Boletín Justicia y Paz Vol. 5 No 3  Actualizaciones Pp. 112 Enterrar y Callar Vol. 2 Pp. 159,10.02498,-74.62305,"Chibolo, Chibolo, Magdalena, Colombia"
1997-10-13,4,Magdalena,Chivolo,Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 6 Pp. 58,10.02498,-74.62305,"Chibolo, Chibolo, Magdalena, Colombia"
1991-07-22,5,Magdalena,Ciénaga,Corregimiento Sevillano-Vereda Pozo de la Danta ,Grupos Paramilitares,Boletín Justicia y Paz Vol. 4 No 3 Pp. 18 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Enterrar y Callar Vol. 2 Pp. 159,11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1991-09-11,5,Magdalena,Ciénaga,"Corregimiento San Pedro de La Sierra-Veredas El Mico, Marañón, La Mina y El Crucero",Grupos Paramilitares,"Boletín Justicia y Paz Vol. 4 No 3 Pp. 80 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Enterrar y Callar Vol. 2 Pp. 160 Versión Libre Adán Rojas Ospina, alias ""Carrancho"". 13 de Febrero de 2009",11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1991-11-09,5,Magdalena,Ciénaga,Corregimiento San Pedro de la Sierra,Grupos Paramilitares,"Noche y Niebla # 39 Actualizaciones Pág. 223 Versión Libre ante Justicia y Paz Postulado Adán Rojas alias ""Carrancho""",11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1991-11-22,4,Magdalena,Ciénaga,Corregimiento Sevillano,Grupo Armado No Identificado,Boletín Justicia y Paz Vol. 4 No 4 Pp. 62,11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1991-11-28,5,Magdalena,Ciénaga,Zona Rural,Grupos Paramilitares,Boletín Justicia y Paz Vol. 4 No 4 Pp. 56-57 Caso Tipo Deuda con la Humanidad. Paramilitarismo de estado en Colombia 1988-2003 Enterrar y Callar Vol. 2 Pp. 160,11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1991-12-11,4,Magdalena,Ciénaga,Cabecera Municipal,Grupos Paramilitares,"Noche y Niebla # 39 Actualizaciones Pp. 223 Versión Libre Adán Rojas Mendoza, alias ""Carrancho""",11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1992-05-17,6,Magdalena,Ciénaga,Corregimiento Riofrío,Grupos Paramilitares,"Boletín Justicia y Paz Vol. 5 No 2 Pp.55 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Enterrar y Callar Vol. 2 Pp. 160 Versión Libre Adán Rojas Mendoza, alias ""El Negro"", 19 de Noviembre de 2008",11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1992-07-18,5,Magdalena,Ciénaga,Corregimiento Sevillano,Grupos Paramilitares,Boletín Justicia y Paz Vol. 5 No 3 Pp. 18 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Enterrar y Callar Vol. 2 Pp. 161,11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1992-08-02,4,Magdalena,Ciénaga,Cabecera Municipal,Grupos Paramilitares,"Boletín Justicia y Paz Vol. 5 No 3  Versión Libre Adan Rojas Ospina, alias ""Carrancho"", 6 de Agosto de 2008 ",11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1994-02-23,5,Magdalena,Ciénaga,Corregimiento La Gran Vía,Grupos Paramilitares,Boletin Justicia y Paz Vol 7 No 1 Pp. 57 Caso Tipo Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1994-02-24,4,Magdalena,Ciénaga,Caserío Santa Rosalía,Grupos Paramilitares,"Noche y Niebla # 39 Actualizaciones Pág. 224 Versión Libre Adán Rojas Ospina, alias ""Carrancho""",11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1995-03-19,5,Magdalena,Ciénaga,Corregimiento Guacamayal,Guerrilla-FARC ,Boletín Justicia y Paz Vol 8 No 1 Pp. 100,11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1996-11-22,6,Magdalena,Ciénaga,Veredas Guacamayal y San José de Kennedy,Grupos Paramilitares,"Noche y Niebla # 2 Pp. 99 Caso Tipo deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Unidad de Justicia y Paz. Masacres en el Magdalena Versión Libre Adan Rojas Mendonza, alias ""El Negro"", 19 de Noviembre de 2008",11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1997-01-24,4,Magdalena,Ciénaga,Corregimiento Riofrío,Grupos Paramilitares,"Noche y Niebla # 3 Pp. 62 Versión Libre Adán Rojas Mendoza, alias ""El Negro"". Noviembre de 2008",11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1997-02-22,5,Magdalena,Ciénaga,Caserío Santa Rosalía y Vereda Cerro Azul,Grupos Paramilitares,Noche y Niebla # 3 Pp. 35 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre Adán Rojas Ospina y Rigoberto Rojas Unidad de Justicia y Paz. Masacres en el Magdalena,11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1997-03-03,5,Magdalena,Ciénaga,Corregimientos Guacamayal y Soplador & Vereda La Montaña,Grupo Armado No Identificado,Noche y Niebla # 3 Pp. 75,11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1997-05-04,4,Magdalena,Ciénaga,Caserío Santa Rosalía,Grupos Paramilitares,"Noche y Niebla # 4 Pp. 35 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre Adan Rojas Mendoza- alias ""El Negro""- 9 de Octubre de 2009",11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1997-06-01,6,Magdalena,Ciénaga,Corregimiento Orihueca,Grupos Paramilitares,Noche y Niebla # 4 Pp. 51 Unidad de Justicia y Paz. Masacres en el Magdalena,11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1997-09-27,4,Magdalena,Ciénaga,Corregimiento Riofrío,Grupos Paramilitares,Noche y Niebla # 5 Pp. 123 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
1997-10-14,4,Magdalena,Ciénaga, ,Grupos Paramilitares,"Noche y Niebla # 6 Pp. 25 Versión Libre de Rodrigo Tovar Pupo, alias ""Jorge 40"". Barranquilla, 9 de Julio de 2007 Unidad de Justicia y Paz. Masacres en el Magdalena",11.007984,-74.248926,"Ciénaga, Ciénaga, Magdalena, Colombia"
