Event Date,Event Type,Day,Month,Year,State,City,Location,Property Type,Authorship 1,Authorship 2,Fatal Victims,Injured,Source,Lat,Lon,Address
1993-09-08,Quema de Vehículos,8,9,1993,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-09-08,Quema de Vehículos,8,9,1993,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-09-08,Quema de Vehículos,8,9,1993,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-09-08,Quema de Vehículos,8,9,1993,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-09-08,Quema de Vehículos,8,9,1993,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-09-08,Quema de Vehículos,8,9,1993,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-09-08,Quema de Vehículos,8,9,1993,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-09-08,Quema de Vehículos,8,9,1993,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-09-08,Quema de Vehículos,8,9,1993,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-09-08,Quema de Vehículos,8,9,1993,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-09-08,Quema de Vehículos,8,9,1993,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-09-08,Quema de Vehículos,8,9,1993,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-10-07,Ataque a Organizaciones,7,10,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Sede de Partido Político,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-10-07,Sabotaje,7,10,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal-Barrio Restrepo,Sede de Registraduría del Estado Civil,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-10-22,Ataque a Propiedad,22,10,1993,Distrito Capital,Bogotá D.C.,Casco Urbano,Establecimiento Comercial,Grupo Armado No Identificado,,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-10-23,Ataque a Propiedad,23,10,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidad Bancaria,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-10-23,Ataque a Propiedad,23,10,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidad Bancaria,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-10-23,Ataque a Propiedad,23,10,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidad Bancaria,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-10-23,Ataque a Propiedad,23,10,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidad Bancaria,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-11-02,Ataque a Organizaciones,2,11,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Sede de Partido Político,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-11-02,Ataque a Organizaciones,2,11,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Sede de Partido Político,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-11-02,Ataque a Organizaciones,2,11,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Sede de Partido Político,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-11-02,Ataque a Organizaciones,2,11,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Sede de Partido Político,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-11-02,Ataque a Organizaciones,2,11,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Sede de Partido Político,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-11-29,Ataque a Propiedad,29,11,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidad Bancaria,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-11-29,Ataque a Propiedad,29,11,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidad Bancaria,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-11-29,Ataque a Propiedad,29,11,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidad Bancaria,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-11-29,Ataque a Propiedad,29,11,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidad Bancaria,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-11-29,Ataque a Propiedad,29,11,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidad Bancaria,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1993-11-29,Ataque a Propiedad,29,11,1993,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidad Bancaria,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1994-05-26,Quema de Vehículos,26,5,1994,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 7 #2,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1994-07-14,Quema de Vehículos,14,7,1994,Distrito Capital,Bogotá D.C.,Barrio La Gaitana ,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1994-07-14,Quema de Vehículos,14,7,1994,Distrito Capital,Bogotá D.C.,Barrio La Gaitana ,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1994-07-14,Quema de Vehículos,14,7,1994,Distrito Capital,Bogotá D.C.,Barrio Villas de Granada,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1994-07-14,Quema de Vehículos,14,7,1994,Distrito Capital,Bogotá D.C.,Barrio El tunal,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1994-07-14,Quema de Vehículos,14,7,1994,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #3,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1994-10-20,Quema de Vehículos,20,10,1994,Distrito Capital,Bogotá D.C.,Barrio Santa Rosita,Medios de Transporte (Bus de Servicio Público) ,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 7 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1994-10-20,Quema de Vehículos,20,10,1994,Distrito Capital,Bogotá D.C.,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 7 #4,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1995-07-11,Sabotaje,11,7,1995,Distrito Capital,Bogotá D.C.,Cabecera municipal,Infraestructura de Comunicaciones,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletin Informativo Justicia y Paz, Volumen 8 #3. Pp. 46",4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1995-10-17,Sabotaje,17,10,1995,Cundinamarca,Bogotá D.C.,Cabecera Municipal - Barrio Kennedy,Infraestructura Víal,Grupo Armado No Identificado,Grupo Armado No Identificado,14,12,"Boletin Informativo Justicia y Paz, Volumen 8 #4. Pp. 47",4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1996-01-18,Quema de Vehículos,18,1,1996,Cundinamarca,Bogotá D.C.,"Cabecera Municipal - Barrios San Cristobal Norte, Kennedy, Bosa, Ciudad Bolívar",Medios de Transporte,Guerrilla,Guerrilla-Sin Identificar,,,"Boletin Informativo Justicia y Paz, Volumen 9 #1. Pp. 25",4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1996-03-12,Quema de Vehículos,12,3,1996,Distrito Capital,Bogotá D.C.,"Cabecera Municipal - Barrios Lucerma, Casablanca, La Estrella y Bellavista",Medios de Transporte,Guerrilla,Guerrilla-Sin Identificar,,,"Boletin Informativo Justicia y Paz, Volumen 9 #1. Pp. 74 y 75",4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1996-03-14,Quema de Vehículos,14,3,1996,Cundinamarca,Bogotá D.C.,Cabecera Municipal - Barrio El Recuerdo,Medios de Transporte,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletin Informativo Justicia y Paz, Volumen 9 #1. Pp. 75",4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1996-08-30,Quema de Vehículos,30,8,1996,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 1. Pp. 70,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1996-12-19,Ataque a Organizaciones,19,12,1996,Cundinamarca,Bogotá D.C.,Cabecera Municipal,,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 2. Pp. 118,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1996-12-22,Ataque a Organizaciones,22,12,1996,Cundinamarca,Bogotá D.C.,Cabecera Municipal,,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 2. Pp. 118 - 119,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1998-05-18,Quema de Vehículos,18,5,1998,Distrito Capital,Bogotá D.C.,Barrios Tamiza y El Cortijo,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 7 y 8. Pp. 123,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1998-08-25,Ataque a Propiedad,25,8,1998,Distrito Capital,Bogotá D.C.,,Entidad Bancaria,Guerrilla,Guerrilla-Movimiento Jaime Bateman Cayón,,,Noche y Niebla # 9. Pp. 69,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1998-10-05,Ataque a Propiedad,5,10,1998,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidad Bancaria,Guerrilla,Guerrilla-Movimiento Jaime Bateman Cayón,,,Noche y Niebla #10. Pp. 31,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1998-11-20,Atentado Terrorista,20,11,1998,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidad Bancaria,Guerrilla,Guerrilla-ELN,,,Noche y Niebla #10. Pp. 72,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1999-02-21,Atentado Terrorista,21,2,1999,Distrito Capital,Bogotá D.C.,Barrio Palermo, ,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Noche y Niebla #11. Pp. 80,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
1999-04-16,Acciones Bélicas,16,4,1999,Distrito Capital,Bogotá D.C.,Cabecera Municipal-Barrio Gaitán ,Vivienda Urbana,Guerrilla,Guerrilla-FARC,,4,Noche y Niebla #12. Pp. 53 - 54,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2000-01-18,Ataque a Instituciones,18,1,2000,Distrito Capital,Bogotá D.C.,Cabecera Municipal - Barrio Molinos I,Infraestructura Educativa - Medios de Transporte,Guerrilla,Guerrilla-FARC,1,,Revista Noche y Niebla # 15 enero Pp. 24,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2000-02-11,Sabotaje,11,2,2000,Distrito Capital,Bogotá D.C.,Cabecera Municipal -  El Tunal,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,,Revista Noche y Niebla # 15 Febrero Pp. 16,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2000-02-11,Sabotaje,11,2,2000,Distrito Capital,Bogotá D.C.,Cabecera Municipal-Barrios Los Laches ,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,,Revista Noche y Niebla # 15 Febrero Pp. 16,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2000-02-24,Ataque a Propiedad,24,2,2000,Distrito Capital,Bogotá D.C.,"Cabecera Municiapl - Barrios 7 de Agosto, Cazucá y Chapinero",Entidad Bancaria,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 15 Febrero Pp. 43,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2000-08-09,Ataque a Propiedad,9,8,2000,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidad Bancaria,Guerrilla,Guerrilla-FARC,,,Revista Noche y Niebla # 17 Agosto Pp. 127,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2000-08-19,Ataque a Propiedad,19,8,2000,Distrito Capital,Bogotá D.C.,Cabecera Municipal - Barrio La Soledad,Entidad Bancaria,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 17 Agosto Pp. 152,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2000-08-19,Ataque a Propiedad,19,8,2000,Distrito Capital,Bogotá D.C.,Cabecera Municipal - Avenida Primero de Mayo,Entidad Bancaria,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 17 Agosto Pp. 152,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2001-06-23,Acciones Bélicas,23,6,2001,Distrito Capital,Bogotá D.C.,Cabecera Municipal,,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 20 Pp. 206,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2002-01-17,Sabotaje,17,1,2002,Distrito Capital,Bogotá D.C.,Localidad de Usme,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 18,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2002-01-22,Sabotaje,22,1,2002,Distrito Capital,Bogotá D.C.,Localidad de Usme,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 29,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2002-01-25,Atentado Terrorista,25,1,2002,Distrito Capital,Bogotá D.C.,Cabecera Municipal,"Entidades Públicas, Infraestructura Educativa y Vivienda",Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 23 Pp. 35-36,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2003-05-26,Sabotaje,26,5,2003,Distrito Capital,Bogotá D.C.,Localidad de Ciudad Bolívar,Infraestructura Eléctrica-Viviendas,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 27 Pp. 240,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2003-10-08,Atentado Terrorista,8,10,2003,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Establecimiento Comercial,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Noche y Niebla # 28 Pp. 178,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2004-05-02,Ataque a Organizaciones,2,5,2004,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Sede Sindical,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 29 Pp. 185,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2004-05-06,Ataque a Instituciones,6,5,2004,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Entidades Públicas,Fuerza Pública,Policía Nacional,,,Noche y Niebla # 29 Pp. 192,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2004-06-22,Atentado,22,6,2004,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Establecimiento Comercial/Institución Educativa,Grupo Armado No Identificado,,,2,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2005-02-23,Ataque a Instituciones,23,2,2005,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Infraestructura Educativa,Fuerza Pública,Policía Nacional,,,Noche y Niebla # 31 Pp. 96,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2007-03-11,Ataque a Propiedad,11,3,2007,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Vivienda Urbana,Fuerza Pública,Policía Nacional,,, Noche y Niebla # 35 Pp. 226,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2008-06-10,Atentado,10,6,2008,Distrito Capital,Bogotá D.C.,Cabecera Municipal - Localidad de Suba,Vivienda Urbana,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 37 Pp. 174,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2009-10-18,Asesinato Selectivo,18,10,2009,Distrito Capital,Bogotá D.C.,Corregimiento Nazaret - Vereda Los Ríos,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2010-08-12,Atentado Terrorista,12,8,2010,Distrito Capital,Bogotá D.C.,Cabecera Municipal-Edificio Caracol,Medios de Comunicación,Guerrilla,Guerrilla-FARC,,43,,4.7109886,-74.072092,"Bogotá, Bogota, Colombia"
2002-05-02,Acciones Bélicas-Masacre,2,5,2002,Chocó,Bojaya,Cabecera Municipal,Bienes y Lugares de Culto  ,Guerrilla-Grupos Paramilitares,Grupos Paramilitares-FARC,,,Noche y Niebla # 24 Pp.47-48 Memoria Histórica Bojayá La guerra sin límites,6.4971459,-77.1024902,"Bojayá, Choco, Colombia"
2000-03-25,Acciones Bélicas-Ataque a Instituciones,25,3,2000,Chocó,Bojayá,Cabecera Municipal,Entidades Públicas/Vivienda/Lugares de Culto,Guerrilla,Guerrilla-FARC,,,,6.4971459,-77.1024902,"Bojayá, Choco, Colombia"
1988-11-27,Ataque a Propiedad,27,11,1988,Antioquia,Bolívar,,Propiedad Rural,Guerrilla,Guerrilla-ELN,,,"Justicia y Paz. Boletín informativo Octubre-Diciembre 1988. Volumen 1, N°.4. Pp. 67",5.852476,-76.0218469,"Ciudad Bolívar, Cd Bolívar, Antioquia, Colombia"
1989-05-04,Ataque a Propiedad,4,5,1989,Antioquia,Bolívar,ID Farallones,Propiedad Rural,Guerrilla,Guerrilla-ELN,,,"Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 70",5.852476,-76.0218469,"Ciudad Bolívar, Cd Bolívar, Antioquia, Colombia"
1990-08-22,Sabotaje,22,8,1990,Antioquia,Bolívar,Sitio Buenos Aires,Infraestructura de Servicios Públicos,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 3, #3. Pp 67",5.852476,-76.0218469,"Ciudad Bolívar, Cd Bolívar, Antioquia, Colombia"
1991-02-06,Sabotaje,6,2,1991,Cauca,Bolívar,Entre la ID El Cocal y la ID Mojarras,Infraestructura Víal,Guerrilla,Guerrilla No Identificada,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 77",1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
1991-04-07,Masacre,7,4,1991,Cauca,Bolívar,IPD Sucre,Medios de Transporte,Fuerza Pública,Ejército Nacional,,,Boletín Justicia y Paz Vol. 4 No 2 Pp. 15 Comisión Interamericana de Derechos Humanos- Informe de Fondo No 35 de 2000. Enterrar y Callar Vol. 2 Pp. 113,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
1994-03-13,Sabotaje,13,3,1994,Santander,Bolívar,ID Laja Seca,Material Electoral,Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 7 #1,5.98982,-73.77051,"Bolívar, Bolívar, Santander Department, Colombia"
1994-05-28,Sabotaje,28,5,1994,Cauca,Bolívar,,Material Electoral,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 7 #2,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
1994-05-28,Sabotaje,28,5,1994,Santander,Bolívar,ID Laja Seca,Material Electoral,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #2,5.98982,-73.77051,"Bolívar, Bolívar, Santander Department, Colombia"
1994-06-19,Sabotaje,19,6,1994,Cauca,Bolívar,Corregimiento Sucre,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #2,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
1994-06-19,Sabotaje,19,6,1994,Cauca,Bolívar,Corregimiento Crucero,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #2,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
1994-06-19,Sabotaje,19,6,1994,Cauca,Bolívar,Corregimiento Bello,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #2,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
1994-06-19,Sabotaje,19,6,1994,Cauca,Bolívar,Corregimiento La Ceja,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #2,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
1994-06-19,Sabotaje,19,6,1994,Cauca,Bolívar,Corregimiento Villanueva,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #2,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
1994-06-19,Sabotaje,19,6,1994,Cauca,Bolívar,Corregimiento El Tesoro,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #2,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
1994-06-19,Sabotaje,19,6,1994,Cauca,Bolívar,Corregimiento La Cumbre,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #2,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
1997-07-19,Ataque a Propiedad,19,7,1997,Antioquia,Bolívar,Zona Rural,Propiedad Rural,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 5. Pp. 101,5.852476,-76.0218469,"Ciudad Bolívar, Cd Bolívar, Antioquia, Colombia"
1997-08-02,Quema de Vehículos,2,8,1997,Antioquia,Bolívar,Vía a Chocó,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 5. Pp. 114,5.852476,-76.0218469,"Ciudad Bolívar, Cd Bolívar, Antioquia, Colombia"
1998-02-03,Ataque a Propiedad,3,2,1998,Antioquia,Bolívar,Vereda Ventorrillos,Infraestructura Empresarial,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 7 y 8. Pp. 38,5.852476,-76.0218469,"Ciudad Bolívar, Cd Bolívar, Antioquia, Colombia"
1998-03-08,Quema de Vehículos,8,3,1998,Antioquia,Bolívar,,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 63,5.852476,-76.0218469,"Ciudad Bolívar, Cd Bolívar, Antioquia, Colombia"
1998-05-31,Sabotaje,31,5,1998,Cauca,Bolívar,,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 132,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
1998-07-05,Ataque a Propiedad,5,7,1998,Antioquia,Bolívar,Corregimiento Farallones,Propiedad Rural,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 9. Pp. 29,5.852476,-76.0218469,"Ciudad Bolívar, Cd Bolívar, Antioquia, Colombia"
1998-09-06,Ataque a Propiedad,6,9,1998,Antioquia,Bolívar,Vereda La Samaria,Propiedad Rural,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 9. Pp. 81,5.852476,-76.0218469,"Ciudad Bolívar, Cd Bolívar, Antioquia, Colombia"
1998-09-30,Ataque a Propiedad,30,9,1998,Antioquia,Bolívar,Vereda El Abejero,Propiedad Rural,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 9. Pp. 98,5.852476,-76.0218469,"Ciudad Bolívar, Cd Bolívar, Antioquia, Colombia"
1998-10-15,Asesinato Selectivo-Quema de Vehículos,15,10,1998,Santander,Bolívar,IP Berbeo- Sitio Choroló,Medio de Transporte,Guerrilla,Guerrilla-ELN, ,,Noche y Niebla # 10 Pág. 36,5.98982,-73.77051,"Bolívar, Bolívar, Santander Department, Colombia"
