Event Date,Event Type,Day,Month,Year,State,City,Location,Property Type,Authorship 1,Authorship 2,Fatal Victims,Injured,Source,Lat,Lon,Address
1999-12-02,Acciones Bélicas-Ataque a Instituciones,2,12,1999,Cauca,Bolívar,Cabecera Municipal,Entidades Públicas/Establecimiento Comercial,Guerrilla,Guerrilla-ELN,,,,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
2000-04-06,Ataque a Propiedad,6,4,2000,Antioquia,Bolívar,Cabecera Municipal,Establecimiento Comercial,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 16 Abril  Pp. 59,5.852476,-76.0218469,"Ciudad Bolívar, Cd Bolívar, Antioquia, Colombia"
2001-07-21,Acciones Bélicas-Ataque a Instituciones,21,7,2001,Cauca,Bolívar,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC y ELN,,,,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
2001-09-28,Acciones Bélicas,28,9,2001,Cauca,Bolívar,Cabecera Municipal,Vivienda,Guerrilla,Guerrilla-FARC y ELN,,,,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
2001-11-16,Acciones Bélicas-Ataque a Instituciones,16,11,2001,Cauca,Bolívar,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 22 Pp. 61,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
2002-02-24,Sabotaje,24,2,2002,Cauca,Bolívar,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 76,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
2002-03-08,Sabotaje,8,3,2002,Cauca,Bolívar,IP Mazamorras,Infraestructura Víal-Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 95,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
2005-01-16,Asesinato Selectivo,16,1,2005,Cauca,Bolívar,Vereda La Chorrera - ,Medios de Transporte,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Revista Noche y Niebla No 31. Enero Junio 2005. Pp. 41,1.837461,-76.966083,"Bolívar, Bolívar, Cauca, Colombia"
1989-06-25,Sabotaje,25,6,1989,Cesar,Bosconia,Vía a Copey,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,"Justicia y Paz. Boletín informativo Abril-Junio 1989. Volumen 2, N°.2. Pp. 100",9.970362,-73.890531,"Bosconia, Bosconia, Cesar, Colombia"
1991-07-03,Sabotaje,3,7,1991,Cesar,Bosconia,,Infraestructura Víal,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 36",9.970362,-73.890531,"Bosconia, Bosconia, Cesar, Colombia"
1993-08-25,Quema de Vehículos,25,8,1993,Cesar,Bosconia,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,9.970362,-73.890531,"Bosconia, Bosconia, Cesar, Colombia"
1994-08-07,Quema de Vehículos,7,8,1994,Cesar,Bosconia,Zona Rural,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #3,9.970362,-73.890531,"Bosconia, Bosconia, Cesar, Colombia"
1997-10-26,Sabotaje,26,10,1997,Cesar,Bosconia,Vía Bosconia - Ciénaga,Infraestructura Víal,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 6. Pp. 102,9.970362,-73.890531,"Bosconia, Bosconia, Cesar, Colombia"
1998-07-23,Sabotaje,23,7,1998,Cesar,Bosconia,Vía al Municipio El Copey,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 9. Pp. 41,9.970362,-73.890531,"Bosconia, Bosconia, Cesar, Colombia"
2001-09-26,Acciones Bélicas,26,9,2001,Antioquia,Briceño,Zona Rural,,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 21 Pp. 200,7.112884,-75.550674,"Briceño, Briceño, Antioquia, Colombia"
2002-03-05,Sabotaje-Quema de Vehículos,5,3,2002,Antioquia,Briceño,Vereda Santa Ana,Medios de Transporte - Material Electoral,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 89,7.112884,-75.550674,"Briceño, Briceño, Antioquia, Colombia"
2011-11-15,Quema de Vehículos,15,11,2011,Antioquia,Briceño,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,,7.112884,-75.550674,"Briceño, Briceño, Antioquia, Colombia"
1988-10-26,Quema de Vehículos,26,10,1988,Santander,Bucaramanga,,Medios de Transporte,Guerrilla,Guerrilla No Identificada, ,,"Justicia y Paz. Boletín informativo Octubre-Diciembre 1988. Volumen 1, N°.4. Pp. 42",7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1989-08-22,Sabotaje,22,8,1989,Santander,Bucaramanga,,Infraestructura Eléctrica,Guerrilla,Guerrilla-ELN,,,"Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 71",7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1990-05-25,Sabotaje,25,5,1990,Norte de Santander,Bucaramanga,Vía a Rionegro,Infraestructura Víal,Guerrilla,Guerrilla No Identificada,,,"Boletín Informativo Justicia y Paz. Volumen 3, #2. Pp 72",7.15004,-73.13333,"Norte, Bucaramanga, Bucaramanga, Santander, Colombia"
1991-01-31,Sabotaje,31,1,1991,Santander,Bucaramanga,ID El Llanito,Infraestructura Energética,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 43",7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1991-02-07,Quema de Vehículos,7,2,1991,Santander,Bucaramanga,Barrio La Juventud,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 78",7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1991-07-08,Sabotaje,8,7,1991,Santander,Bucaramanga,Inmediaciones de la terminal de transportes,Infraestructura Eléctrica ,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 39",7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1991-12-20,Quema de Vehículos,20,12,1991,Santander,Bucaramanga,Zona Industrial Chimita ,Medios de Transporte-Mercancías u objetos materiales,Guerrilla,Guerrilla-ELN,,,"Boletín Informativo Justicia y Paz. Volumen 4, #4. PP. 109",7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1992-05-07,Sabotaje,7,5,1992,Santander,Bucaramanga,,Infraestructura de Comunicaciones,Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #2,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1992-05-15,Sabotaje,15,5,1992,Santander,Bucaramanga,Zona Rural,Infraestructura Víal,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #2,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1992-05-16,Ataque a Propiedad,16,5,1992,Santander,Bucaramanga,Cabecera Municipal,Entidad Bancaria,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #2,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1992-05-17,Ataque a Propiedad,17,5,1992,Santander,Bucaramanga,Cabecera Municipal,Entidad Bancaria,Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #2,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1992-06-29,Ataque a Propiedad,29,6,1992,Santander,Bucaramanga,Cabecera Municipal,Infraestructura Empresarial,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #2,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1992-07-08,Ataque a Propiedad,8,7,1992,Santander,Bucaramanga,Cabecera Municipal,Infraestructura Empresarial,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #3,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1992-11-08,Ataque a Propiedad,8,11,1992,Santander,Bucaramanga,Cabecera Municipal,Entidad Bancaria,Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #4,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1992-11-12,Quema de Vehículos,12,11,1992,Santander,Bucaramanga,Casco Urbano,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #4,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1992-11-24,Ataque a Propiedad,24,11,1992,Santander,Bucaramanga,Vía a Floridablanca,Infraestructura Empresarial,Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #4,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1992-11-24,Ataque a Instituciones,24,11,1992,Santander,Bucaramanga,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #4,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1992-12-03,Ataque a Propiedad,3,12,1992,Santander,Bucaramanga,,Infraestructura de Comunicaciones,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 5 #4,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1993-08-08,Quema de Vehículos,8,8,1993,Santander,Bucaramanga,Zona Rural,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 6 #3,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1993-09-14,Quema de Vehículos,14,9,1993,Santander,Bucaramanga,Cabecera Municipal-Barrio Caracolí,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 6 #3,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1993-10-27,Ataque a Organizaciones,27,10,1993,Santander,Bucaramanga,Cabecera Municipal,Sede de Partido Político,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1993-10-27,Ataque a Organizaciones,27,10,1993,Santander,Bucaramanga,Cabecera Municipal,Sede de Partido Político,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 6 #4,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1994-02-06,Ataque a Organizaciones,6,2,1994,Santander,Bucaramanga,Cabecera Municipal,Sede de Partido Político,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 7 #1,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1994-07-04,Quema de Vehículos,4,7,1994,Santander,Bucaramanga,Zona Rural,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla No Identificada,,,Justicia y Paz Vol 7 #3,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1994-07-11,Quema de Vehículos,11,7,1994,Santander,Bucaramanga,La Raya,Medios de Transporte (Bus de Servicio Público) ,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 7 #3,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1994-12-22,Quema de Vehículos,22,12,1994,Santander,Bucaramanga,Zona Rural,Medios de Transporte (Bus de Servicio Público) ,Guerrilla,Guerrilla-ELN,,,Justicia y Paz Vol 7 #4,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1995-02-05,Quema de Vehículos,5,2,1995,Santander,Bucaramanga,Via el Payón,Medios de Transporte,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletin Informativo Justicia y Paz, Volumen 8 #1. Pp. 83",7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1995-02-19,Quema de Vehículos,19,2,1995,Santander,Bucaramanga,Km 9 via pamplona,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 8 #1. Pp. 86",7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1995-09-04,Ataque a Propiedad,4,9,1995,Santander,Bucaramanga,Cabecera Municipal - Barrio Bucaramanga ,Establecimiento Comercial,Guerrilla,Guerrilla-ELN,10,10,"Boletin Informativo Justicia y Paz, Volumen 8 #3. Pp. 116",7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1996-02-08,Quema de Vehículos,8,2,1996,Santander,Bucaramanga,,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 9 #1. Pp. 50",7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1997-03-18,Ataque a Organizaciones,18,3,1997,Santander,Bucaramanga,Cabecera Municipal,Sede Gremial,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 3. Pp. 122,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1997-03-18,,18,3,1997,Santander,Bucaramanga,Cabecera Municipal,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 3. Pp. 122,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1997-08-14,Atentado Terrorista,14,8,1997,Santander,Bucaramanga,Cabecera Municipal,Infraestructura Empresarial,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 5. Pp. 115,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1998-03-11,Ataque a Instituciones,11,3,1998,Santander,Bucaramanga,,Infraestructura Educativa,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 7 y 8. Pp. 70 - 71,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1998-12-12,Atentado Terrorista,12,12,1998,Santander,Bucaramanga,Barrio Los Tejaditos ,Infraestructura Educativa,Guerrilla,Guerrilla-EPL,,,Noche y Niebla #10. Pp. 88,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1998-12-18,Atentado,18,12,1998,Santander,Bucaramanga,,Vivienda Urbana,Guerrilla,Guerrilla-EPL,,,Noche y Niebla #10. Pp. 93,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1999-04-12,,12,4,1999,Santander,Bucaramanga,Corregimiento El Piñal,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla #12. Pp. 49,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
2000-03-13,Quema de Vehículos,13,3,2000,Santander,Bucaramanga,Sitio La Nevera,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Revista Noche y Niebla # 15 Marzo Pp. 158,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
2000-05-24,Ataque a Propiedad,24,5,2000,Santander,Bucaramanga,Cabecera Municipal,Establecimiento Comercial,Guerrilla,Guerrilla-EPL,,,Revista Noche y Niebla # 16 Mayo  Pp. 139,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
2001-08-09,Quema de Vehículos,9,8,2001,Santander,Bucaramanga,Sitio Mortiño,Medios de Transporte,Guerrilla,Guerrilla-ELN,,, Noche y Niebla # 21 Pp. 104,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
2001-11-28,Quema de Vehículos,28,11,2001,Santander,Bucaramanga,Cabecera Municipal,Medios de Transporte,Guerrilla,Guerrilla-EPL,,, Noche y Niebla # 22 Pp. 75,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
2002-03-01,Sabotaje,1,3,2002,Santander,Bucaramanga,Vía Bucaramanga - Barrancabermeja,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 84,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
2002-03-12,Sabotaje,12,3,2002,Santander,Bucaramanga,Sitio Los Colorados,Medios de Transporte,Guerrilla,Guerrilla-EPL,,, Noche y Niebla # 23 Pp. 101,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
2002-04-03,Quema de Vehículos,3,4,2002,Santander,Bucaramanga,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 24 Pp. 4,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
2004-12-01, ,1,12,2004,Santander,Bucaramanga,Cabecera Municipal,Infraestructura Educativa,Fuerza Pública,Policía Nacional,,,Noche y Niebla # 30 Pp. 255,7.119349,-73.1227416,"Bucaramanga, Bucaramanga, Santander, Colombia"
1998-03-08,Sabotaje,8,3,1998,Norte de Santander,Bucarasica,IP La Curva,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 66,8.04081,-72.8680399,"Bucarasica, Bucarasica, Norte de Santander, Colombia"
1998-03-08,Sabotaje,8,3,1998,Norte de Santander,Bucarasica,IP La Sanjuana,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 66,8.04081,-72.8680399,"Bucarasica, Bucarasica, Norte de Santander, Colombia"
2000-02-07,Asesinato Selectivo-Quema de Vehículos,7,2,2000,Norte de Santander,Bucarasica,IP La Sanjuana,Medio de Transporte,Grupo Armado No Identificado,Grupo Armado No Identificado, ,,Noche y Niebla # 15 Febrero Pp. 8,8.04081,-72.8680399,"Bucarasica, Bucarasica, Norte de Santander, Colombia"
1991-01-01,Ataque a Propiedad,1,1,1991,Valle del Cauca,Buenaventura,Vereda Zaragoza,Establecimiento comercial,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 32",3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
1991-01-01,Sabotaje,1,1,1991,Valle del Cauca,Buenaventura,Kilometro 36 Buenaventura Buga,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 32",3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
1991-01-03,Sabotaje,3,1,1991,Valle del Cauca,Buenaventura,Kilometro 45 de la vía a Cali,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 34",3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
1991-01-04,Sabotaje,4,1,1991,Valle del Cauca,Buenaventura,,Infraestructura Energética,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 34",3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
1991-02-13,Quema de Vehículos,13,2,1991,Valle del Cauca,Buenaventura,ID Córdoba-vía a Cali,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 83",3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
1991-02-22,Quema de Vehículos,22,2,1991,Valle del Cauca,Buenaventura,ID Cisneros,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 86",3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
1991-02-24,Sabotaje,24,2,1991,Valle del Cauca,Buenaventura,,Infraestructura Eléctrica ,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 86",3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
1992-12-03,Sabotaje,3,12,1992,Valle del Cauca,Buenaventura,,Infraestructura Aeroporturaria,Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 5 #4,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
1997-10-26,Sabotaje,26,10,1997,Valle del Cauca,Buenaventura,Zona Rural,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 6. Pp. 102,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
1998-04-21,Quema de Vehículos,21,4,1998,Valle del Cauca,Buenaventura,Vía a Cali Km 40,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 7 y 8. Pp. 102,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
2000-02-02,Sabotaje,2,2,2000,Valle del Cauca,Buenaventura,Cabecera Municipal,Infraestructura Eléctrica,Guerrilla,Guerrilla No Identificada,,,Revista Noche y Niebla # 15 Febrero Pp. 1,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
2000-05-15,Sabotaje,15,5,2000,Valle del Cauca,Buenaventura,IP San Antonio de Anchicayá,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Revista Noche y Niebla # 16 Mayo  Pp. 121,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
2000-05-24,Sabotaje,24,5,2000,Valle del Cauca,Buenaventura,Cabecera Municipal,Infraestructura Eléctrica - Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Revista Noche y Niebla # 16 Mayo  Pp. 139,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
2000-06-10,Masacre,10,6,2000,Valle del Cauca,Buenaventura,,Vivienda,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 16 Pp. 168 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Pp. 302-303,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
2000-11-11,Sabotaje,11,11,2000,Valle del Cauca,Buenaventura,Cabecera Municipal ,Infraestructura Víal,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Revista Noche y Niebla # 18 Noviembre Pp. 136,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
2000-12-06,Acciones Bélicas,6,12,2000,Valle del Cauca,Buenaventura,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC,,,,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
2001-04-27,Masacre,27,4,2001,Valle del Cauca,Buenaventura,IP Yurumanguí,Infraestructura Educativa y médica,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 20 Pp. 82-83 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Pp. 363-364,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
2001-09-02,Asesinato Selectivo,2,9,2001,Valle del Cauca,Buenaventura,Vereda Humane,Vivienda,Grupos Paramilitares,Grupos Paramilitares, ,,"Revista Noche y Niebla # 21  Julio - Septiembre  2001, Página 157",3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
2002-03-05,Acciones Bélicas,5,3,2002,Valle del Cauca,Buenaventura,IP Cisnero,,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 88,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
2002-03-05,Quema de Vehículos,5,3,2002,Valle del Cauca,Buenaventura,IP Cisneros,Medios de Transporte,Guerrilla,Guerrilla-FARC, ,, Noche y Niebla # 23 Pp. 91,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
2002-10-09,Quema de Vehículos,9,10,2002,Valle del Cauca,Buenaventura,IP Cisneros,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 26 Pp. 12,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
2003-03-04,Quema de Vehículos,4,3,2003,Valle del Cauca,Buenaventura,Vía al Mar,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 27 Pp. 112,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
2003-05-08,Sabotaje,8,5,2003,Valle del Cauca,Buenaventura,Cabecera Municipal - Barrio Juan XXIII,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 27 Pp. 216,3.8830471,-77.0197212,"Buenaventura, Buenaventura, Valle del Cauca, Colombia"
